label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,20.8404,66.9842,302.12,17.246,-0.279221,7367.12,5545,12.3827,9.89925,19.3102,11.3995,13.4133,8.95796,11.0163,16.7134,21.4967
2,24.9587,75.9061,472.849,29.4403,-0.000264297,34313,6437,13.6508,9.57789,14.3682,12.359,15.3689,8.6762,10.7932,11.5951,17.7517
3,20.0144,92.3825,1052.87,27.9156,0.000636887,55972.1,5192,11.9744,10.2522,15.6454,10.7522,13.1362,9.02078,11.4875,13.9922,17.6702
4,2.64674,495.901,1606.23,291.866,69.3931,25276.2,745,15.2067,8.814,12.184,14.4346,15.9178,8.32788,9.38127,11.6728,12.8533
5,10.4046,263.978,1777.72,141.599,8.69953,72373.5,2723,14.7391,9.99517,11.2236,13.6173,15.9548,8.72216,10.9242,9.95188,12.4568
6,5.25683,375.914,1752.75,171.914,21.1202,50151.2,1402,10.5061,10.5495,13.6682,9.62515,11.2831,9.7054,11.268,12.7267,14.6897
7,8.39582,58.3653,107.398,29.5323,-0.000506507,1583.53,2281,12.0472,10.2855,13.4164,10.7978,13.0944,9.15179,11.528,12.6382,14.2177
8,0.734544,901.945,1599.52,526.85,217.497,16879.3,635,16.0623,9.14467,12.2938,15.7206,16.3748,8.81394,9.47628,11.9478,12.5729
9,0.599544,1073.12,1692.83,581.601,268.14,12607.7,181,15.8807,8.58595,12.0813,15.4575,16.216,8.22548,8.96884,11.721,12.5296
10,1.32519,263.966,333.362,190.999,119.647,4338.7,363,16.0313,9.83705,10.9472,15.2049,16.3488,9.18751,10.6259,10.1089,11.4568
11,4.68191,358.38,766.277,240.649,104.502,27752.2,1400,15.6264,10.3301,9.88115,14.613,16.6966,9.44491,11.0218,9.03968,10.6691
12,1.10051,305.786,393.052,214.587,57.5244,4483.7,288,9.67698,9.99215,13.6034,9.22956,10.1415,9.57803,10.4651,13.1532,14.0674
