label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,25.2743,0.566552,4.3619,0.0350898,-0.000102286,115.567,6323,13.6464,11.7204,21.1847,12.685,14.6877,10.825,12.9245,18.3566,23.8984
2,21.3701,0.606701,3.16556,0.187047,9.53083e-07,114.82,5067,14.8985,12.7621,16.0608,13.9632,16.5615,11.2035,14.3574,13.4614,19.1162
3,18.039,0.461074,2.57305,0.120725,8.1615e-05,93.0623,4749,13.1848,12.2861,17.3345,12.096,14.2219,11.0343,13.5525,15.6657,19.278
4,1.60412,0.849204,0.987292,0.72665,0.0555691,16.793,479,16.5118,13.1155,14.6098,16.0343,16.9604,12.6341,13.6095,14.195,15.0384
5,4.49611,2.14805,7.74397,0.617076,-8.98651e-07,84.3394,1236,16.005,13.5656,13.5355,15.0072,17.0208,12.821,14.4617,12.713,14.4283
6,2.67526,0.515854,1.05162,0.323783,0.0528666,18.272,757,11.8764,12.3675,15.4535,11.1782,12.4044,11.7246,12.9694,14.7542,16.1842
7,10.6156,0.421127,1.98528,0.182462,0.0161601,67.6319,2742,13.0555,12.7944,15.0158,11.876,14.1143,11.6149,13.7299,13.9846,16.0844
8,1.30103,2.18738,2.6227,1.59425,0.840573,38.6486,376,17.1039,12.9996,14.7465,16.6733,17.5295,12.4934,13.4327,14.2418,15.1525
9,0.288541,6.96978,14.397,2.24882,0.870278,118.943,246,16.8367,12.6064,14.3371,16.6351,17.0527,12.4096,12.8272,14.1481,14.5757
10,1.80587,2.39737,11.6123,0.682922,0.00084081,156.768,507,16.27,13.8362,12.9196,15.4263,17.1352,13.0605,14.4517,12.3557,13.5135
11,0.47347,3.84419,9.1636,1.99592,1.02377,95.0779,173,16.4487,14.4349,13.6669,16.0968,16.7586,14.1803,14.6716,13.3876,13.9796
12,0.372874,1.14579,0.417896,1.06561,0.676839,4.21553,326,11.1153,12.8905,15.1259,10.8941,11.3999,12.657,13.1582,14.8751,15.3482
13,1.69013,0.608865,1.10385,0.327658,0.0419486,39.9427,492,11.4553,12.2561,14.8257,10.7489,11.9617,11.5719,12.8936,14.3257,15.6233
14,7.40714,0.669086,3.05382,0.289427,0.00164568,79.7444,1960,12.2077,11.0134,13.4049,11.5684,12.8677,9.75333,12.3312,12.5442,14.3412
15,2.78509,0.606812,2.07776,0.299654,0.0410531,83.1526,745,12.8845,12.8733,13.8394,11.7679,13.7702,11.7876,13.6862,13.2052,14.3411
16,0.522808,2.01308,1.61114,1.04821,0.448107,13.0518,147,17.2212,12.8945,15.2501,16.9583,17.5181,12.6648,13.2173,15.0376,15.527
17,0.159023,2.85968,2.35891,2.0879,1.46953,12.2741,40,17.4861,12.8215,14.6536,17.3171,17.6645,12.5095,13.1054,14.4283,15.1176
18,0.00478702,4.95486,1.50972,3.57856,1.9593,6.19112,5,16.8284,12.4633,14.1505,16.7739,16.8642,12.4381,12.4914,14.1488,14.154
19,0.15161,3.04262,3.17386,2.19646,0.99465,23.7963,315,17.0259,12.6943,14.1581,16.8724,17.2038,12.5324,12.859,14.0447,14.29
20,1.74926,1.37584,2.8513,0.954995,0.405213,40.8224,558,17.0328,13.2958,12.764,16.4626,17.5106,12.7603,13.9608,12.1732,13.3687
21,3.14684,0.786843,1.87102,0.589282,0.000407324,37.842,904,16.4313,14.092,12.3011,15.6196,17.2035,13.3735,14.6542,11.7404,12.947
22,0.0385808,4.38818,2.63404,3.42446,2.2539,12.6805,34,16.5142,14.706,13.4344,16.3793,16.5762,14.5989,14.8562,13.3943,13.7662
23,0.355976,5.02033,10.1426,2.62569,1.90759,105.129,408,16.2336,14.8702,13.5501,15.96,16.4807,14.6123,15.0835,13.3687,13.7314
24,0.166635,3.09276,2.52156,2.17198,0.956177,15.8603,152,10.9747,13.0863,15.3315,10.8413,11.14,12.9314,13.2103,15.1722,15.5112
25,0.339639,2.28616,2.00398,1.65353,1.00458,16.784,292,11.1073,13.2427,15.0171,10.9135,11.3034,13.0234,13.514,14.7927,15.2412
26,1.38951,0.969538,1.55976,0.49322,0.0847512,23.8577,389,11.0343,11.7378,15.4284,10.4923,11.6222,11.3107,12.2255,14.8744,15.9596
27,3.64484,1.3229,2.69071,0.883908,0.0762599,68.4965,992,10.6172,12.0734,14.4429,9.82988,11.4382,11.5549,12.6949,13.8012,15.2176
28,0.441098,2.41775,8.34663,0.925137,0.17456,139.005,114,12.0531,9.85512,12.9262,11.5747,12.5584,9.63721,10.0802,12.5361,13.4445
29,0.557216,3.20717,4.57906,1.40826,0.90922,62.4475,271,11.7019,10.0895,12.474,11.4571,12.0124,9.80676,10.3624,12.1567,12.7839
30,8.14933,0.419922,0.751084,0.270044,0.0220228,23.15,2158,13.5281,12.1633,12.323,12.669,14.3195,11.2412,13.172,10.9018,13.795
31,5.9791,0.884852,4.63112,0.353224,0.0319717,127.912,1657,12.3925,13.1298,12.8729,11.514,13.3042,12.1837,13.8794,11.9396,13.8349
