label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,29.7286,689.565,2756.5,81.414,0.0191502,64739.2,7665,18.9928,6.62282,22.1164,17.7523,19.9042,5.56506,8.02461,18.7686,25.1499
2,33.1147,407.411,1498.88,114.134,0.000173571,42708,8279,19.2288,7.06884,15.6188,18.0525,20.8364,5.97348,8.51342,12.4387,19.5887
3,29.5889,508.873,2665.09,145.572,-0.823668,123889,8070,18.3957,8.20115,17.2254,16.9533,19.5958,6.91364,9.80381,14.7636,20.1081
4,2.44194,2522.59,6697.21,1101.78,304.411,109063,774,20.3941,6.31317,12.8151,19.6449,20.9879,5.68107,6.90292,12.3162,13.4725
5,5.97309,489.52,917.035,362.199,5.20835,21006.8,1623,19.8263,7.43772,12.0522,18.9035,20.9765,6.36579,8.38386,11.2999,12.7345
6,3.66924,439.727,1699.67,242.129,8.72425,33201.6,1090,17.0561,9.77373,15.3181,16.1727,17.766,9.12823,10.5263,14.5649,16.107
7,13.0584,106.679,682.833,46.4168,0.0565087,28306.7,3330,17.8226,8.89957,14.1728,16.4227,19.1742,7.63763,10.2326,12.4291,15.5589
8,0.793537,1851.93,1364.05,1380.61,798.018,11674.5,216,20.9379,6.00519,12.7999,20.3824,21.3842,5.46689,6.42201,12.3306,13.2053
9,0.603276,2973.55,2593.35,2109.26,1036.85,22406.9,590,20.374,5.59575,12.4052,20.0926,20.6883,5.34358,5.88649,12.0392,12.7886
10,0.405182,2621.45,5378.67,947.925,634.079,45633.8,125,20.8003,7.78373,11.7147,20.4821,20.9875,7.38048,8.12074,11.3938,12.0153
11,2.73987,763.912,1295.91,556.634,109.48,48779.8,823,19.9775,7.19133,11.2818,18.9756,21.0084,6.41393,8.12544,10.7651,11.7343
12,1.41212,868.996,1217.22,463.779,115.958,10290.1,392,16.2604,9.63462,15.785,15.7589,16.7849,9.1444,10.1961,15.2951,16.2359
13,0.58107,975.749,2452.29,461.718,13.1684,21645.4,145,16.3671,10.1694,15.3448,15.9944,16.8604,9.63492,10.6883,14.5604,15.8024
15,11.8707,204.241,255.248,175.779,2.38446,10426.4,3090,17.1033,9.88132,12.3975,15.7308,18.4103,8.81182,10.9401,10.8808,13.8848
16,0.423591,2918.35,3243.65,1757.9,895.806,29086,135,20.9227,5.57203,13.1478,20.5997,21.2528,5.36749,5.93855,12.8471,13.3944
