label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,20.2391,1.09525,5.11719,0.131993,6.5171e-05,157.3,5268,13.0198,13.4523,20.5487,12.1108,14.0114,11.953,15.1425,18.0725,22.7026
2,27.2012,0.688254,2.20077,0.174626,-0.000601262,70.6673,6677,14.3397,14.3672,15.5535,13.2515,16.2529,13.1858,15.2708,12.4609,19.1216
3,19.7296,1.0961,3.798,0.305316,0.000592071,143.979,5143,12.3739,14.5935,17.1184,11.0503,13.3861,13.4945,15.5993,15.3744,19.2297
4,2.39172,1.39458,4.9339,0.609733,0.118499,89.0448,704,16.2887,13.6723,13.6326,15.652,16.9492,13.2067,14.1559,13.0729,14.1674
5,3.92368,0.539,1.8448,0.317291,0.035155,35.4894,1095,15.5332,13.9117,12.4272,14.6601,16.5788,13.1592,14.6892,11.6064,13.148
6,4.90826,0.813497,2.48411,0.426269,0.0321269,53.1551,1423,10.7674,14.1995,15.2743,9.81614,11.3285,13.2782,15.0517,14.3332,16.185
7,14.5359,0.442138,1.61211,0.164018,0.00661725,41.1449,3603,12.0933,14.232,14.2956,10.9359,13.2105,12.86,15.444,12.6371,15.6648
8,0.275959,8.04959,14.2301,2.62166,0.664357,66.3624,68,16.8899,13.7861,13.9353,16.4914,17.1129,13.4723,14.1623,13.4758,14.2046
9,0.796557,2.26841,2.14885,1.44495,0.721679,15.8967,282,17.0351,13.4032,13.7714,16.6685,17.3993,13.0178,13.775,13.4484,14.1202
10,0.423813,1.57544,1.11652,1.33177,0.78849,15.8299,134,16.132,14.6642,12.0155,15.7851,16.4489,14.5172,14.8948,11.6787,12.3866
11,3.27196,1.39492,2.26891,0.723381,0.0978137,28.6184,1004,16.0509,13.8142,11.8541,15.0125,16.9012,13.115,14.6602,11.1759,12.6627
12,1.50827,0.970557,1.96755,0.566481,0.175923,30.4806,433,10.1018,13.5442,15.5721,9.60544,10.665,13.0382,14.1419,15.0271,16.0348
13,1.93642,0.701508,0.95337,0.518788,0.142436,13.5381,506,10.0985,13.8458,14.5508,9.50144,10.7251,13.3856,14.505,14.061,15.1609
14,6.25677,0.873425,4.06672,0.424562,0.00942136,230.091,1719,11.6208,12.1707,13.6332,10.8564,12.2938,11.1917,13.2448,12.8981,14.1965
15,0.218944,1.08242,3.9812,0.397217,0.202236,36.4651,55,11.5382,13.1529,12.9496,11.05,11.9872,12.9513,13.5268,12.6719,13.1948
16,1.04678,2.18817,2.17848,1.29006,0.584329,21.068,313,16.8076,14.0462,14.3409,16.478,17.0967,13.6893,14.3854,13.9257,14.7756
17,0.498422,2.62618,2.56142,1.11149,0.701834,15.9723,221,16.9139,14.2484,13.7056,16.6233,17.1831,13.9761,14.54,13.5193,13.9309
18,1.54404,2.39853,1.41064,1.96596,1.31038,20.4028,536,17.5846,13.0286,13.8284,17.0626,18.147,12.5514,13.5019,13.5162,14.1879
19,0.308711,2.61052,2.57433,1.84978,1.08634,20.45,267,16.982,12.9104,13.6853,16.8052,17.1991,12.6796,13.1232,13.5239,13.9082
20,0.370647,2.43149,1.8547,1.8321,1.24422,18.2776,234,16.3157,14.9121,11.8896,16.0588,16.5643,14.6672,15.1747,11.6451,12.0997
21,0.340723,2.49734,4.31138,1.70837,1.10728,51.1949,297,15.9091,14.9832,11.7138,15.6155,16.1584,14.7441,15.1848,11.5034,11.9521
22,4.7023,0.882756,1.63011,0.540006,0.0534684,32.6938,1411,16.2388,13.9693,10.861,15.3351,17.0505,13.3157,14.5285,10.0053,11.5536
23,1.43904,1.73284,1.30074,1.41793,0.71726,15.4,516,16.7479,13.3304,11.645,16.2218,17.2155,12.8094,13.8071,11.1965,12.186
24,0.322372,1.1968,1.52304,0.805878,0.384716,18.9719,113,9.8384,13.4784,15.9763,9.56254,10.1989,13.1243,13.812,15.7639,16.1572
25,1.90742,1.41003,2.4525,0.969491,0.0601579,30.556,697,9.69983,12.7817,15.597,9.19214,10.2407,12.1715,13.387,15.2462,15.9513
26,0.562397,2.13562,3.31521,1.18449,0.782619,29.7212,290,9.76286,14.5766,14.4745,9.51334,10.0101,14.328,14.928,14.2546,14.7378
27,0.234802,1.25173,2.44066,0.637998,0.370992,17.4928,77,9.8466,13.8623,14.1487,9.56164,10.0131,13.3774,14.3179,14.008,14.5362
28,2.25317,0.938811,0.777212,0.809626,0.273727,11.0933,767,11.4199,10.8385,13.3578,10.8978,11.942,10.3153,11.2828,12.9296,13.8237
29,0.790111,1.84483,1.47649,1.37732,0.652215,13.299,288,10.9892,11.5344,12.9959,10.6659,11.3534,11.1695,11.9035,12.5733,13.4462
30,8.05882,0.408603,1.0596,0.212881,0.0146422,18.4231,2035,12.93,12.9531,12.064,11.9941,13.7734,11.7774,14.2783,10.9095,13.3679
31,4.83862,0.786286,2.87067,0.510141,0.023744,73.5147,1270,11.4372,14.1271,12.4463,10.6191,12.5401,13.0407,14.8021,11.6355,13.2751
32,0.612994,2.97353,2.2002,1.84867,1.11869,16.3354,240,17.0271,14.1587,14.9123,16.7,17.2828,13.9327,14.3788,14.5952,15.248
33,0.213894,3.10247,4.261,1.71465,0.534311,31.0089,191,16.6467,14.326,14.729,16.4097,16.85,14.1158,14.4856,14.5249,14.8907
34,0.317531,3.22941,2.98752,2.23301,1.11689,21.6962,280,17.0072,14.6521,13.782,16.8375,17.1619,14.4287,14.8976,13.5988,13.949
35,0.329961,2.57141,1.13937,2.35153,1.21633,11.6164,282,17.3118,14.3956,13.6162,17.0659,17.5883,14.2022,14.5675,13.444,13.7787
36,0.47033,5.24712,5.87991,2.75577,1.95759,44.5842,172,18.0044,12.6504,13.9212,17.6843,18.341,12.3556,12.9957,13.6209,14.2276
37,0.175966,4.79395,4.04662,2.99726,1.94034,31.6973,150,18.1703,12.9821,13.7113,18.0016,18.3127,12.8152,13.1348,13.5526,13.9322
38,0.112773,3.61347,6.27135,1.78579,1.25757,54.0026,100,16.7662,12.7478,13.6518,16.6375,16.8619,12.6344,12.8692,13.5115,13.7809
39,0.24862,2.78863,1.6134,2.28034,1.56552,10.7763,274,16.9915,12.5395,13.6285,16.8392,17.1368,12.3106,12.743,13.4841,13.7792
40,0.100377,4.27992,3.7478,3.09679,1.43384,27.5203,85,16.53,15.0386,11.9492,16.366,16.6248,14.8553,15.2085,11.7746,12.1123
41,0.461137,3.29073,1.97355,2.77485,1.74483,24.798,493,16.4353,15.2889,11.6254,16.2092,16.6377,14.9791,15.5648,11.3499,11.9026
42,0.0932964,2.70713,1.63676,1.81144,1.23665,14.109,142,15.6354,15.108,11.738,15.54,15.7666,15.0042,15.1942,11.6133,11.8648
43,0.0806424,3.02693,1.51254,2.41996,1.79645,10.4592,83,15.7322,15.092,11.4943,15.5954,15.8664,14.9732,15.1947,11.394,11.58
44,2.88078,1.21677,1.41683,0.869153,0.228285,23.5764,831,16.6264,13.72,9.85844,15.8752,17.2785,13.29,14.34,9.21598,10.5379
45,0.202232,3.17052,4.39727,1.06482,0.64983,33.8981,85,16.2444,14.3962,10.1553,15.9415,16.6003,14.0756,14.5734,9.90278,10.4445
46,2.03754,2.07985,1.2806,1.58491,0.972938,13.764,663,17.4534,12.9857,11.4507,16.8439,18.0618,12.5572,13.4729,11.0987,11.8659
47,0.378299,4.06895,4.87196,2.21262,1.13411,33.2536,323,16.6767,12.7981,11.4189,16.4437,16.9307,12.5214,13.0517,11.2098,11.6939
48,1.32206,1.59229,1.3648,1.12617,0.565876,15.6328,466,9.92936,13.238,16.5038,9.59334,10.2371,12.8468,13.6999,16.0311,17.005
49,0.378274,1.90029,2.48766,1.19623,0.558328,27.7917,325,9.61957,13.692,16.205,9.38264,9.92174,13.4078,13.8994,15.9333,16.4463
50,0.0168558,4.66776,7.02576,1.65501,1.1341,23.6472,13,9.38238,12.2529,15.613,9.24104,9.49144,12.2146,12.286,15.3769,15.8586
51,0.161947,3.64692,2.85371,2.28843,1.14467,13.3582,139,9.69885,12.1884,15.4006,9.49044,9.86404,12.0176,12.3697,15.2755,15.6213
52,0.262573,1.72138,1.29573,1.32704,0.915842,11.6678,240,9.90842,15.0099,14.637,9.71104,10.0972,14.806,15.231,14.4484,14.837
