label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,16.8934,2.05815,14.0581,0.287191,4.16159e-09,807.186,4210,10.7817,10.2109,18.9264,9.95058,11.9393,9.52877,11.2615,16.4121,21.3644
2,16.0908,2.34657,6.45328,0.743139,1.57864e-07,180.068,3804,12.6936,10.3072,15.0109,11.1572,14.2297,9.47883,11.1429,12.8592,17.3368
3,13.9973,4.32742,13.1614,1.28329,3.59431e-06,318.317,3469,11.3181,11.074,15.4765,10.3787,12.3268,9.94077,12.1267,13.8767,17.25
4,2.58453,7.27966,22.4768,2.06919,0.415074,394.406,718,14.045,9.28986,13.3549,13.3648,14.7158,8.65475,9.9188,12.9038,13.9114
5,5.30009,2.62641,3.98473,1.21487,0.00740643,55.5251,1623,14.0216,10.1697,12.6538,13.1712,14.9761,9.36373,11.1052,11.798,13.557
6,9.72565,5.42941,17.3057,1.49258,1.039e-05,381.38,2444,11.6225,11.3475,12.9637,10.6545,12.4084,10.4001,12.1234,11.176,14.2127
7,3.45999,6.31611,18.9473,2.07609,-0.000779392,317.888,1013,10.578,11.8327,13.648,9.86108,11.2043,11.282,12.5065,12.944,14.4281
8,0.584165,6.36825,19.0271,1.77502,1.44463,145.341,280,14.8025,9.27826,13.5177,14.4844,15.0764,8.98151,9.57717,13.2473,13.8112
9,0.135249,4.43072,4.02109,2.84177,1.14237,33.5425,27,14.4744,8.82282,13.5613,14.0819,14.7111,8.62269,8.98867,13.3027,13.8176
10,0.416917,4.28018,4.51701,3.00286,1.31213,60.6578,352,14.8634,10.439,12.513,14.616,15.1098,10.1929,10.7296,12.2688,12.7687
11,1.39295,3.60352,3.90787,2.32205,0.197031,35.0174,374,14.4163,10.1498,11.9433,13.7634,15.1805,9.39721,10.7511,11.5055,12.4907
12,1.03608,12.825,52.6761,2.79348,0.278594,595.058,250,12.1982,11.2381,11.7112,11.2841,12.3733,10.4479,11.9222,11.0968,12.0815
13,5.28267,3.06284,7.57356,1.51487,0.0391777,160.013,1441,10.4659,10.4859,11.5763,9.54388,11.5984,9.57584,11.3653,10.7059,12.4279
14,1.60596,3.59954,5.14302,1.57593,0.106515,35.4091,473,9.5829,11.8724,13.6728,9.02308,10.0102,11.4349,12.3457,13.181,14.1222
15,0.285819,14.2454,40.0138,2.04129,0.206434,217.308,64,10.1483,12.1645,13.2142,9.80128,10.5148,11.6926,12.5199,12.9173,13.7185
16,0.324309,4.14725,4.19844,2.69746,1.30586,28.8861,282,15.0533,9.53339,13.8786,14.8548,15.2466,9.30693,9.72574,13.639,14.1401
17,0.107428,4.47105,5.96868,2.17602,1.70653,38.3608,89,15.1165,9.33796,13.5508,15.0229,15.2213,9.18146,9.55432,13.4102,13.7833
18,0.696489,5.34754,6.52499,2.55884,0.933206,37.7642,206,14.3416,8.58547,13.8,14.089,14.6057,8.22775,8.9594,13.5036,14.1111
19,1.13766,7.12074,20.2796,2.90796,0.299715,193.352,341,14.5743,8.41511,13.2186,14.1744,14.8983,7.96736,8.85967,12.8835,13.5854
20,0.0343005,6.74492,3.65477,5.76868,2.10152,12.9541,30,15.1124,10.5053,12.4465,15.0278,15.1793,10.3465,10.7043,12.3071,12.5375
21,0.21672,4.83835,4.21446,3.61685,2.14628,31.6311,176,14.9563,10.7992,12.3499,14.7943,15.113,10.5817,11.0181,12.2035,12.5097
22,1.64332,5.45454,8.86748,3.39031,0.381023,198.307,559,15.0283,9.48932,11.8017,14.4492,15.4667,8.99917,10.1059,11.22,12.4606
23,3.80481,3.2144,7.1846,1.75474,0.121573,186.793,1174,14.8608,10.153,11.1817,13.9777,15.7173,9.55651,10.6524,10.356,11.9481
24,5.06272,2.79802,8.97088,1.19478,-1.38717e-05,190.866,1368,11.9647,10.5441,10.622,11.3392,12.5935,9.84948,11.2246,9.54424,11.8163
25,5.29035,3.48504,16.0431,1.44221,-0.000111021,338.734,1412,11.4559,11.7834,10.8588,10.7363,12.1961,10.9387,12.5367,9.89684,11.834
26,0.326777,5.20235,5.43638,2.55383,0.93506,26.3327,78,9.64664,9.91613,11.1572,9.38748,10.1247,9.54736,10.2072,10.6809,11.5231
27,0.396567,5.24321,10.1908,2.7248,1.17098,84.014,155,9.82665,10.1699,10.6806,9.55108,10.1249,9.85611,10.4666,10.4069,10.9513
28,0.422198,9.88704,20.1541,3.11075,0.987286,140.788,208,9.13733,12.1026,13.9594,8.88768,9.43708,11.8041,12.3451,13.698,14.169
29,0.40642,11.1888,26.4455,2.5979,0.507285,172.64,118,9.0526,11.6545,13.6103,8.77058,9.35578,11.2994,12.006,13.3578,13.9619
30,0.481052,4.33285,3.0279,2.098,0.130441,21.3098,241,10.3107,12.6484,13.3319,9.96608,10.5839,12.4175,12.9301,13.0647,13.5885
31,1.88557,2.68891,6.47601,1.41419,0.00821089,135.104,657,9.7293,12.4057,12.8933,9.18108,10.3359,11.7787,12.9348,12.3746,13.4313
32,0.371999,5.63841,5.33983,3.54351,1.24865,41.6352,718,15.2872,9.65036,14.3297,15.0766,15.4617,9.46032,9.80645,14.0254,14.8277
33,0.340639,4.00899,5.03235,3.39388,0.930767,39.2942,545,15.0545,9.87906,14.1148,14.9065,15.2304,9.65224,10.1516,13.8893,14.3443
34,0.503911,5.50752,5.23375,6.81119,1.43793,47.4628,796,15.511,9.16791,13.7278,15.131,15.9127,8.97633,9.38242,13.5059,13.9433
35,0.0649077,6.06308,7.55988,2.87327,1.4366,40.2073,58,15.2324,9.47208,13.5886,15.141,15.3719,9.30612,9.55662,13.4505,13.7211
36,0.722051,7.07552,16.231,2.25201,1.23409,235.787,277,14.456,8.17256,14.164,14.1873,14.6838,7.83657,8.53164,13.8015,14.5449
37,0.260148,4.7378,7.09159,2.3715,0.80052,64.4354,227,14.3001,8.60864,14.2352,14.1164,14.5146,8.38147,8.79557,14.0311,14.4332
38,0.641708,4.19021,2.9144,3.01431,1.61902,35.256,233,14.7488,7.81704,13.0962,14.4392,15.0299,7.49143,8.11342,12.7852,13.3797
39,0.178331,7.54662,7.22314,4.64069,2.34946,42.6611,154,14.4577,8.04928,12.9127,14.309,14.6495,7.84638,8.25218,12.7651,13.1108
40,0.0895025,8.05281,8.08954,4.72975,1.8181,39.0316,81,15.0771,10.5295,12.6435,14.9252,15.2132,10.3974,10.7139,12.5118,12.7807
41,0.431615,3.7167,2.40518,3.39038,1.71706,36.9064,378,15.3639,10.5818,12.3507,15.0748,15.6652,10.376,10.8059,12.1811,12.5245
42,0.187477,4.94174,3.82227,10.9053,1.97635,29.6578,406,15.0692,11.129,12.2425,14.929,15.2252,10.9286,11.315,12.0985,12.36
43,0.22942,5.79971,6.3477,7.79529,1.63688,60.8032,503,14.7912,11.051,12.1646,14.6418,14.9707,10.8834,11.2039,11.9627,12.3489
44,0.943001,4.36553,2.70242,3.29382,1.43586,32.1233,370,15.3816,8.96564,11.4062,15.0127,15.7746,8.60098,9.36001,11.0452,11.7533
45,0.33833,10.6176,12.6482,6.71195,2.65429,119.529,288,14.8814,9.06244,11.3157,14.6289,15.13,8.85101,9.33508,11.1435,11.5784
46,0.404813,4.63173,6.07791,2.57155,1.2275,52.5008,349,15.2057,10.8036,10.7803,14.9412,15.4615,10.6235,11.0673,10.5748,11.0314
47,1.13202,2.90136,4.40465,1.53839,0.454719,49.6809,350,15.405,10.1282,10.5642,14.7874,15.9628,9.68371,10.7257,10.1077,11.0855
48,0.919588,2.96996,5.17118,1.72039,0.760049,74.3993,359,12.2257,9.84973,9.6865,11.8025,12.6815,9.49178,10.181,9.23454,10.0898
49,0.433499,3.86749,4.08277,2.21924,1.15914,29.6582,146,12.1496,10.3318,9.45995,11.9329,12.3855,10.0984,10.5346,9.22644,9.70894
50,0.392824,6.99038,13.7085,2.45505,0.899812,98.1905,153,11.0737,12.5349,10.5895,10.7723,11.4485,12.3097,12.7196,10.2736,10.8775
51,3.42121,2.43156,3.43639,1.40087,0.114517,100.409,965,11.1773,12.1331,9.74715,10.4841,11.9196,11.4634,12.8237,8.96834,10.5028
52,0.363581,8.16168,9.95202,4.82684,2.22395,82.1327,314,10.3202,9.56169,11.0124,10.0782,10.6112,9.33525,9.794,10.8242,11.2613
53,2.25918,3.7852,3.79236,2.67999,0.78283,48.7867,697,9.54312,9.34914,10.9657,8.93868,10.0904,8.72519,9.94978,10.5353,11.4623
54,0.471287,4.65357,3.82361,2.67879,1.10334,25.9302,254,9.58992,10.2548,10.5049,9.27228,9.88468,9.94304,10.5708,10.2512,10.7723
55,0.110843,4.83577,2.25028,4.40304,2.23434,13.9895,95,9.95904,10.2156,10.3924,9.81678,10.0814,10.0736,10.3487,10.2794,10.531
56,0.352411,4.03567,3.37542,3.12937,1.35801,42.9958,358,9.10183,12.3613,14.2571,8.91748,9.29858,12.1021,12.6323,14.0134,14.4968
57,0.30862,5.27658,3.12379,4.43114,2.38903,25.9901,265,8.77759,12.2487,14.0833,8.51718,8.98798,12.0632,12.4251,13.8829,14.3101
58,1.04378,4.55719,6.86442,2.52746,0.769815,64.4231,343,8.93593,11.3928,14.1263,8.56618,9.30328,11.0219,11.7934,13.7036,14.5045
59,0.823119,3.3737,4.27825,2.63563,0.116462,99.5171,243,8.72338,11.4599,13.4405,8.35618,9.11998,11.1054,11.8255,13.1143,13.7435
60,0.0359968,6.30761,3.80977,4.34574,2.14095,18.1754,31,10.3749,12.9369,13.3949,10.2331,10.4815,12.8263,13.0574,13.2192,13.5243
61,0.67712,2.99529,2.43903,3.08544,1.06799,26.283,997,10.7753,13.0255,13.1301,10.4103,11.099,12.7506,13.3962,12.8357,13.4432
62,0.294849,3.57736,4.62998,3.84495,0.820104,50.4685,571,9.36277,12.3164,12.2599,9.15938,9.60438,12.1428,12.549,12.0393,12.4559
63,0.0150496,16.102,12.2271,10.2281,2.75442,49.5732,14,9.38773,12.5234,12.3372,9.32118,9.45328,12.4238,12.6085,12.2898,12.4245
64,0.239839,3.99258,4.07374,3.46192,1.31326,61.8731,360,15.4682,9.54715,13.6163,15.253,15.6698,9.36581,9.77122,13.4677,13.7489
65,0.057326,4.70791,6.06049,4.81336,1.47035,29.9338,174,15.2909,9.43897,13.4096,15.1813,15.3961,9.34708,9.51907,13.3004,13.4796
66,0.138119,7.58924,6.53242,5.78188,1.67232,46.061,118,14.6466,8.01182,14.4797,14.493,14.7929,7.85171,8.18763,14.3075,14.6139
67,0.183116,4.74235,3.99565,3.19115,2.02372,42.2067,111,14.3968,7.8431,14.3741,14.2102,14.6138,7.66342,7.98809,14.1498,14.5949
68,0.269787,4.25576,4.42265,2.73336,0.90898,44.1858,230,14.306,8.73229,14.5055,14.1564,14.4471,8.52234,8.92403,14.3063,14.689
69,0.151144,4.20983,4.54202,2.47373,0.808388,29.6703,136,14.053,8.56085,14.2443,13.8865,14.1966,8.38356,8.69621,14.0837,14.3869
70,0.303184,10.1648,17.7461,4.88999,2.18924,114.326,264,15.1004,7.56545,13.1006,14.9145,15.3271,7.38069,7.79356,12.9152,13.2574
71,0.25598,5.539,5.61765,3.17869,1.67013,45.6741,142,14.7116,7.48466,12.9883,14.4788,14.9812,7.33309,7.67506,12.7557,13.2636
72,0.0865605,7.45173,5.17404,10.7039,2.33132,30.7589,213,14.2474,7.9769,12.9313,14.1405,14.3424,7.86739,8.08795,12.8113,13.0341
73,0.0576198,4.51782,3.26552,3.77933,1.99039,20.0105,52,14.327,8.11491,12.8103,14.2092,14.4785,7.9725,8.23845,12.681,12.925
74,0.533314,3.69558,3.06861,3.18478,1.61842,58.8769,548,15.4588,10.6449,12.8243,15.0755,15.7993,10.4508,10.8925,12.5708,13.0859
75,0.135087,3.9824,3.00056,2.96424,1.55657,18.0791,123,15.0499,10.7331,12.7452,14.9328,15.1833,10.5858,10.8657,12.5833,12.8934
76,0.306396,4.11363,3.83575,4.31935,1.43133,37.7398,491,15.861,10.581,12.2884,15.5479,16.12,10.4267,10.7096,12.1661,12.4339
77,0.296325,4.03741,3.84706,3.02643,1.50564,34.2193,305,15.7336,10.8779,12.3419,15.4822,15.9741,10.7102,11.1107,12.2032,12.52
78,0.504951,5.62031,5.06743,4.23573,2.03649,52.566,431,15.9632,8.86219,11.5263,15.6761,16.2939,8.62669,9.08818,11.2827,11.762
79,1.38181,4.69367,6.09167,3.09205,1.43577,92.3309,478,15.6716,8.37073,11.1514,15.2922,15.9903,7.82043,8.90001,10.6945,11.5983
80,0.140532,9.62755,6.6756,7.00013,4.30603,37.56,118,14.6214,8.89265,11.3836,14.4351,14.7912,8.76772,9.06508,11.2418,11.5415
81,0.278432,6.19372,5.33816,4.80744,1.71609,41.4466,277,14.6492,9.00854,11.0715,14.4759,14.8281,8.85091,9.16351,10.7962,11.308
82,0.055734,2.98074,2.52754,2.07956,1.35985,12.2949,47,15.2814,11.1193,10.8285,15.1435,15.4148,11.0135,11.223,10.7151,10.9487
83,0.141991,3.69047,3.59224,2.65609,1.46867,21.2971,123,15.1664,11.0695,10.63,14.9908,15.3573,10.9298,11.2248,10.484,10.8143
84,0.759656,3.24591,2.24653,1.89637,0.789053,22.8165,404,15.9375,10.6274,10.6941,15.5282,16.3613,10.284,10.9175,10.4442,10.9745
85,1.72651,3.21422,3.32813,2.10405,0.603131,25.9596,494,15.581,10.1919,10.0785,14.9116,16.1813,9.72706,10.6712,9.59374,10.5402
86,0.0559953,18.2094,35.446,3.85011,1.69277,157.381,53,12.085,9.53927,9.76241,11.9952,12.2261,9.41804,9.64297,9.60964,9.89744
87,2.0484,2.1594,1.82398,1.52412,0.741966,44.015,576,12.4893,9.36736,9.28918,12.0118,12.8878,8.86695,9.93093,8.76034,9.81184
88,0.65132,3.4421,2.24372,2.98277,1.33542,27.6927,480,12.2649,10.3356,8.94777,12.0322,12.5112,10.162,10.5476,8.57154,9.30094
89,0.0719772,7.17782,6.96543,3.99025,1.76636,34.8726,62,12.3219,10.5158,9.32697,12.1641,12.4138,10.398,10.6089,9.18594,9.47334
90,0.302235,5.29528,4.79889,3.68254,2.03151,45.4443,265,11.3449,12.801,10.711,11.0826,11.5944,12.5948,13.0051,10.4717,10.8921
91,0.200976,7.5504,4.4884,5.52639,2.76341,26.7355,170,11.026,12.8071,10.5341,10.8379,11.2218,12.6327,12.9862,10.3804,10.7164
92,1.24745,4.07729,3.62623,2.90261,1.0613,76.8963,451,10.5112,11.8143,9.14704,10.0801,10.9346,11.395,12.2643,8.71724,9.62854
93,2.18288,2.62508,3.63765,1.58646,0.247897,52.427,744,11.127,12.5177,8.98709,10.5222,11.6591,11.9161,13.1543,8.37354,9.57354
94,0.133931,9.20232,6.00243,11.0293,3.24867,46.3336,264,10.488,9.38803,11.1911,10.3737,10.5912,9.28677,9.51864,11.034,11.3474
95,0.648218,5.63922,5.33156,5.85782,1.90895,45.3501,909,10.7541,9.22466,10.8146,10.409,11.1232,8.84634,9.61182,10.6208,11.0644
96,0.473572,3.29984,2.70525,1.60729,0.909813,21.978,172,8.93698,9.04714,11.1518,8.64628,9.18938,8.79602,9.34796,10.8558,11.4245
97,1.10227,2.97322,2.1715,2.34945,1.13367,24.1217,365,9.17879,8.69554,10.7426,8.69648,9.64718,8.2613,9.10753,10.3342,11.1686
98,0.147454,4.78053,3.24994,3.7937,1.26262,17.621,124,9.42765,10.5589,10.558,9.27328,9.64248,10.4281,10.7053,10.3575,10.6995
99,0.607959,2.34458,1.01507,1.96001,1.08746,15.1187,208,9.27942,10.2876,10.2663,8.98298,9.59198,10.0255,10.5455,9.97534,10.5632
100,0.177589,4.53758,3.19287,8.2797,1.74894,26.4209,360,10.2141,10.272,10.4143,10.0557,10.3828,10.0995,10.4325,10.3064,10.5145
101,0.151016,6.48515,3.57991,9.17471,2.22283,23.0784,330,10.0689,10.04,10.2685,9.93988,10.1965,9.88914,10.1876,10.1099,10.4361
102,0.111648,5.52108,3.79178,5.34241,1.90141,17.1008,115,9.20621,12.5525,14.4639,9.04718,9.33938,12.4028,12.6795,14.2758,14.6206
103,0.29303,4.8457,4.91213,5.96155,1.71937,35.8498,492,8.95946,12.7289,14.4696,8.82018,9.10078,12.4454,13.0126,14.2684,14.6432
104,0.216623,5.26407,5.83848,3.74341,1.61299,44.1285,209,8.4775,12.2573,14.3105,8.27968,8.68868,12.0426,12.4107,14.1562,14.4873
105,0.0957443,6.59442,5.84064,4.48236,2.42049,40.7288,84,8.53762,12.3588,14.0741,8.39868,8.66108,12.2027,12.4765,13.9468,14.2083
106,0.633722,2.45641,2.55144,1.03356,0.739195,16.6363,218,8.86325,11.208,14.7585,8.60008,9.13108,10.9659,11.4557,14.4786,15.0984
107,0.155958,5.03296,5.19127,2.55322,1.08647,33.57,73,8.68007,11.0925,14.293,8.49758,8.98918,10.9053,11.2772,14.0764,14.5329
108,1.05876,4.58154,2.35295,3.87863,1.62637,31.4816,295,8.19812,11.1324,13.1934,7.73098,8.65198,10.7684,11.5342,12.8682,13.5153
109,0.0769337,10.3667,15.8144,3.71713,2.42569,82.5282,67,8.68551,11.2915,13.1135,8.54918,8.79238,11.1445,11.4282,12.9965,13.2181
110,0.466605,5.38795,4.11368,5.84441,1.89326,42.9409,774,10.5524,13.0166,13.7524,10.325,10.7992,12.8517,13.1563,13.3626,14.0954
111,0.30713,6.31989,7.95819,4.48252,1.58949,98.9051,265,10.1764,13.0864,13.3773,9.98978,10.3981,12.8506,13.3262,13.2227,13.538
112,0.868635,2.49738,3.01971,1.68877,0.303726,35.6156,363,9.15699,12.7378,12.509,8.75078,9.48068,12.3535,13.1497,12.1114,12.879
113,0.399772,2.77342,1.66998,3.36748,0.980185,13.7492,726,9.65309,12.8523,12.252,9.44718,9.89648,12.5458,13.1831,12.0987,12.4758
114,0.179865,6.89508,6.10978,5.6227,1.96863,47.5915,181,14.7427,8.07033,14.7075,14.6147,14.8928,7.92657,8.22457,14.5663,14.9113
115,0.402537,6.20601,7.4321,8.9685,1.71413,80.5751,803,15.0259,7.94622,14.4996,14.7241,15.4086,7.71509,8.19175,14.3127,14.6666
