label,volume,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,366.406,1.21341,2.58323,0.8675,0,8029.96,441196872,19.2732,8.34628,9.15199,15.4857,23.5648,2.29764,12.4876,0,17.1646
2,192.183,1.57186,1.71327,1.3275,0,2128.22,231411080,10.294,10.9628,13.2196,7.0984,14.5424,4.68868,14.9907,6.72112,18.307
3,128.698,1.11429,1.12188,0.9725,0,791.742,154967352,10.8922,6.72048,11.4156,7.02368,15.1215,1.19552,12.3381,8.05392,15.6223
4,291.428,1.15194,1.60266,0.9375,0,3611.56,350913368,12.0217,11.4753,6.7859,6.3512,16.6159,5.56664,14.9907,0.30464,13.8326
5,107.029,0.787998,1.31252,0.6625,0,1511.08,128875688,15.5224,6.93344,9.48749,10.3487,19.2497,1.401,11.1426,5.0456,14.0801
