label,parent,length,radius,name,centroidX,centroidY,centroidZ,directionX,directionY,directionZ
1,0,7.13604,0.480731,Trachea,11.9257,10.8801,21.996,0.0712861,0.0422363,-0.996561
2,1,5.03071,0.465957,LMB,13.2916,11.0591,16.184,0.441906,0.0112311,-0.896991
3,1,2.80422,0.634166,RMB,12.2931,11.1768,17.0503,0.0806283,0.104129,-0.99129
4,2,1.1589,0.333671,,14.8788,10.7624,13.9896,0.821037,-0.560791,0.106826
5,2,1.49717,0.668203,LMB,14.7516,11.2663,13.2899,0.465611,0.239117,-0.852073
6,3,1.86671,0.41266,CrRMB,11.7138,11.5018,15.0606,-0.741787,0.191782,-0.642629
7,3,2.74011,0.6941,RMB,12.3543,11.2333,14.2943,-0.0378089,-0.0652893,-0.99715
8,4,0.0283337,0.343992,,15.364,10.4421,14.061,0.663512,0.331773,0.670581
9,4,0.593393,0.267789,,15.5335,10.2301,13.9373,0.603141,-0.698526,-0.385074
10,5,0.82795,0.317286,,15.2132,11.8268,12.7663,0.273084,0.921552,0.275982
11,5,0.474916,0.570439,LMB,15.2085,11.4735,12.4426,0.456293,0.118967,-0.881841
12,6,0.957986,0.226196,,11.125,12.1377,14.3608,0.216286,0.953771,-0.208668
13,6,0.0340868,0.474612,CrRMB,11.0073,11.6808,14.4513,-0.830242,0,-0.557403
14,7,2.35705,0.461108,MiRMB,11.5771,10.3055,12.5282,-0.615471,-0.711396,-0.339279
15,7,0.0898207,0.70819,RMB,12.326,11.1627,12.8948,0.524379,0.418618,-0.741476
16,8,0.741838,0.24649,,15.4582,10.3196,14.4085,0.228622,-0.342932,0.911114
17,8,0.921786,0.182259,,15.5712,10.8283,14.2371,0.429167,0.82774,0.361472
18,9,0.347067,0.226697,,15.8538,9.92398,13.8039,0.814254,-0.570034,-0.109778
19,9,0.551335,0.13775,,15.5571,9.86275,13.6611,-0.563722,-0.580954,-0.58712
20,10,0.360827,0.156773,,15.4252,12.3543,12.9186,0.548187,0.809254,0.211183
21,10,0.487408,0.111307,,15.1521,12.3496,12.7853,-0.715005,0.579802,-0.390638
22,11,1.14387,0.352907,,15.7785,11.2003,12.0809,0.806996,-0.527069,-0.266376
23,11,1.24229,0.51048,LMB,15.5382,11.6478,11.6715,0.356359,0.235051,-0.9043
24,12,0.117561,0.12786,,11.2144,12.6463,14.2847,-0.240721,0.882103,0.404904
25,12,0.505179,0.115395,,11.4735,12.5945,14.199,0.969558,0,-0.244862
26,13,0.580541,0.339515,,10.7482,11.6479,14.5941,-0.843696,-0.113516,0.524682
27,13,1.12598,0.362081,CrRMB,10.6021,11.7703,14.0467,-0.694419,0.158973,-0.70179
28,14,0.759132,0.321046,MiRMB,10.6916,9.12327,12.1142,-0.42193,-0.905851,-0.0375424
29,14,0.68749,0.257009,,10.6351,9.51891,11.8666,-0.630264,0.150722,-0.761611
30,15,2.64447,0.390932,AcRMB,12.6746,10.4703,11.7952,0.245796,-0.53787,-0.8064
31,15,1.79489,0.598258,CaRMB,12.2224,11.3982,11.9999,-0.141736,0.241463,-0.960003
32,16,0.733004,0.205777,,15.689,9.97576,15.0034,0.398361,-0.591102,0.701361
33,16,0.369965,0.191689,,15.4818,10.2254,14.9178,-0.331113,0.178395,0.926574
34,17,0.555374,0.118943,,15.6701,11.4264,14.5465,-0.356156,0.780194,0.514247
35,17,0.227931,0.1485,,15.8632,11.271,14.4227,0.826566,0.537445,0.167157
36,18,1.07653,0.217002,,16.2824,9.3729,13.7325,0.533751,-0.84003,-0.0972568
37,18,0.371748,0.146768,,16.1459,9.93338,13.7754,0.811034,0.582762,-0.05111
38,19,0.033997,0.117446,,15.3923,9.68847,13.4993,-0.55593,-0.831229,0
39,19,0.181679,0.0932657,,15.4017,9.77325,13.4422,0,0.777746,-0.628579
40,20,0.290122,0.115949,,15.5336,12.5569,13.09,0.0651447,0.389836,0.918577
41,20,0.390186,0.134629,,15.656,12.6322,12.8995,0.676087,0.676087,-0.292939
42,21,0.44827,0.0822361,,14.8035,12.4626,12.8281,-0.777658,-0.126041,0.615924
43,21,0.165661,0.0935302,,14.9637,12.538,12.6234,-0.170833,0.568633,-0.804656
44,22,0.0480485,0.267281,,16.2635,10.8989,11.9332,0.980261,0,0.197708
45,22,0.453693,0.18677,,16.1175,10.72,11.8619,-0.539792,-0.78886,-0.293811
46,23,0.814311,0.496902,LMB,15.9009,11.8221,10.729,0.347043,0.0695062,-0.93527
47,23,0.611259,0.350019,,15.7266,12.0953,11.0717,-0.10781,0.986325,-0.124662
48,24,0.594068,0.0924217,,11.3981,12.7829,14.5132,0.666085,0.28532,0.689147
49,24,0.337079,0.113142,,11.1485,12.8583,14.299,-0.307348,0.949926,-0.0563668
50,25,0.243168,0.105664,,11.8314,12.571,14.1753,0.92981,-0.19369,0.31295
51,25,0.266082,0.101019,,11.8362,12.6275,14.0848,0.885068,0.248044,-0.393865
52,26,0.669963,0.181347,,10.4138,11.8645,14.9511,-0.267179,0.745117,0.611078
53,26,0.724791,0.270462,,10.3101,11.3323,14.8654,-0.532981,-0.77981,0.32837
54,27,0.569538,0.327046,CrRMB,9.98047,11.9163,13.4945,-0.810236,0.198406,-0.5515
55,27,0.142551,0.272455,,10.2536,11.8551,13.5945,0.594871,-0.0659437,-0.801112
56,28,0.55357,0.20137,,10.4184,8.76531,12.3521,-0.40844,-0.0510509,0.911357
57,28,0.269626,0.305989,MiRMB,10.4891,8.65227,12.0856,-0.314509,-0.943309,-0.106076
58,29,0.344878,0.20642,,10.2677,9.63195,11.5477,-0.874223,0.355083,-0.331133
59,29,0.162556,0.174714,,10.4279,9.53304,11.5334,0.115651,-0.463591,-0.878469
60,30,0.658333,0.324651,AcRMB,13.0703,9.50007,10.5386,0.214632,-0.786988,-0.578431
61,30,0.976215,0.152102,,13.0797,9.85803,10.2578,0.164001,0.20264,-0.965423
62,31,0.918239,0.309844,,12.0858,12.0388,11.3145,-0.0204737,0.923289,0.38356
63,31,1.12707,0.566667,CaRMB,11.9209,11.7043,10.61,-0.309209,0.158731,-0.937654
64,32,0.35292,0.136218,,16.0046,9.78267,15.3033,0.960844,0.133458,0.242832
65,32,0.0312613,0.183807,,15.8303,9.74499,15.2653,-0.300703,-0.904001,0.303906
66,33,0.606035,0.137282,,15.4346,10.4327,15.3367,0.0466975,0.57505,0.816785
67,33,0.381052,0.123457,,15.3169,10.1265,15.1796,-0.543758,-0.692241,0.474478
68,34,0.686932,0.0867004,,15.5147,11.8692,14.9416,-0.164499,0.658289,0.734571
69,34,0.0132941,0.122109,,15.5665,11.6478,14.6893,-0.707107,0.707107,0
70,35,0.35814,0.108253,,16.094,11.3511,14.556,0.762831,0.104986,0.638018
71,35,0.232887,0.126204,,16.028,11.4218,14.418,0.606729,0.768183,-0.20439
72,36,0.068656,0.230764,,16.598,8.9019,13.6849,0.824409,-0.548819,0.138378
73,36,0.468642,0.152475,,16.4473,8.83596,13.4993,-0.522573,-0.361812,-0.772016
74,37,0.463778,0.107186,,16.5086,10.103,13.8373,0.914017,0.264134,0.307907
75,37,0.246185,0.0920225,,16.3202,10.1218,13.6754,0.19132,0.650728,-0.734813
76,38,0.0676204,0.115265,,15.3781,9.65079,13.5231,-0.139017,-0.696536,0.703926
