label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,25.3147,1.47251,12.8535,0.161567,6.26999e-08,447.286,6473,13.2213,9.32899,22.4471,12.2383,14.4438,8.26272,10.3906,19.5125,25.5532
2,24.7043,0.953302,5.28086,0.207944,1.07082e-06,222.576,6329,14.9321,8.96193,17.3841,13.6419,16.7248,8.05879,10.2661,14.6759,20.5932
3,24.4904,0.876644,7.12802,0.205659,0.00165676,503.457,6366,13.039,9.37731,18.0119,11.9623,14.3219,8.12357,10.5572,15.898,20.34
4,2.93556,4.06152,12.785,1.49593,0.246473,221.492,971,16.4066,8.17963,15.3269,15.6251,17.0476,7.56215,8.8017,14.8066,16.0269
5,5.99709,1.1715,7.29432,0.363109,-0.000128339,320.375,1894,16.2113,9.35981,14.5997,15.0656,17.3819,8.39117,10.3104,13.8378,15.4692
6,10.0076,1.12482,1.87762,0.624432,-0.00494594,24.7113,2714,13.4401,9.36553,15.4434,12.2624,14.4309,8.23849,10.4931,13.8731,16.6234
7,2.8868,1.60757,6.84784,1.0443,0.151422,155.196,866,11.9959,9.47239,15.696,11.2226,12.4549,8.77795,10.1006,14.9994,16.4685
8,0.0672033,2.97027,3.38612,2.00631,1.38218,27.8172,25,16.6173,7.57985,15.3469,16.5444,16.9978,7.53009,8.1395,14.9606,15.6483
9,0.123805,14.1144,23.3945,4.29922,1.57155,122.731,110,16.4597,7.6611,14.9281,16.3118,16.6348,7.54846,7.81238,14.7595,15.0749
10,0.558926,14.3176,48.794,4.02859,1.2961,526.938,488,17.1974,9.72126,14.647,16.9403,17.4948,9.33692,10.0908,14.3453,14.8955
11,2.64847,2.68811,10.7706,0.719125,0.0187208,292.63,763,16.4673,9.71527,13.8918,15.6383,17.5862,8.65982,10.4138,13.2583,14.4965
12,9.5377,2.24185,20.5475,0.437111,-2.93977e-08,691.127,2491,12.358,7.97303,13.7261,11.2973,13.3204,6.65576,9.27371,12.6969,15.0386
13,2.71474,0.379196,1.09681,0.129525,0.00221914,38.5429,855,14.0927,10.1023,14.4808,12.425,14.5552,8.90842,10.8454,13.6158,15.0715
14,1.73901,1.9148,7.45447,0.927353,0.284249,257.225,604,11.2138,9.09831,15.5559,10.62,11.8241,8.69349,9.64195,14.9767,16.0086
