label,parent,length,radius,name,centroidX,centroidY,centroidZ,directionX,directionY,directionZ
1,0,3.75638,0.727263,Trachea,12.2821,9.87392,19.0829,0.0420084,0.0790547,-0.995985
2,1,5.47824,0.645958,LMB,13.3957,9.8832,14.6799,0.377749,-0.0508191,-0.924512
3,1,2.77573,0.932189,RMB,12.1568,10.1569,15.8461,-0.147133,0.0969476,-0.984354
4,2,1.54944,0.49051,,15.0289,9.25216,12.1522,0.772601,-0.634862,0.00613096
5,2,1.67907,0.865987,LMB,14.8758,9.8971,11.4525,0.53059,0.182363,-0.827779
6,3,1.95291,0.650505,CrRMB,11.1267,10.3379,13.9611,-0.845812,0.0475188,-0.53136
7,3,1.77228,0.997987,RMB,11.9712,10.324,13.5946,0.0209904,0.0366756,-0.999107
8,4,0.792367,0.240376,,15.9152,9.01552,12.2522,0.726179,0.644146,0.240293
9,4,0.243056,0.362718,,15.7156,8.6768,12.1618,0.725348,-0.687249,0.0394997
10,5,0.054091,0.758569,,15.3445,10.0363,10.7576,0.857815,-0.513959,0
11,5,1.14822,0.682741,LMB,15.5672,10.1709,10.253,0.428314,0.21015,-0.878854
12,6,0.853548,0.435137,,9.94816,10.1616,13.5326,-0.826292,-0.521845,0.211939
13,6,0.934065,0.469089,CrRMB,9.98064,10.4725,13.1138,-0.68552,0.188745,-0.703162
14,7,0.132891,0.998287,RMB,12.0176,10.3936,12.6616,0.418383,0.558358,-0.716374
15,7,3.04191,0.567532,MiRMB,11.3773,9.36354,11.7334,-0.402707,-0.652852,-0.64157
16,8,0.29265,0.148743,,16.1982,9.37744,12.4474,-0.0317794,0.729339,0.683414
17,8,0.467861,0.146699,,16.4349,9.29392,12.3284,0.99175,0.099175,-0.081221
18,9,0.598719,0.264664,,15.8038,8.38913,12.3856,0,-0.681955,0.731394
19,9,0.551725,0.285993,,16.0126,8.44018,12.0714,0.756899,-0.554987,-0.3451
20,10,0.975446,0.346756,,15.6739,10.3657,10.9194,0.627918,0.703986,0.331848
21,10,1.22493,0.47727,,15.6971,9.628,10.4244,0.53791,-0.643957,-0.544033
22,11,1.00086,0.330469,,15.8038,10.788,9.68658,-0.0184845,0.992148,-0.123694
23,11,0.738086,0.602749,LMB,16.0404,10.4075,9.48193,0.616052,0.314327,-0.722273
