label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,23.4575,0.933018,4.89781,0.108204,6.28409e-05,138.056,5942,19.0278,12.0967,20.3533,18.0664,20.2836,10.8077,13.0285,17.8668,22.9156
2,26.263,0.5336,4.29172,0.103168,0.00153513,205.829,6621,20.3316,11.6274,15.7585,19.4196,21.2167,10.6865,12.7748,12.7248,19.028
3,23.5602,1.24941,6.52731,0.403672,0.000798613,212.668,6021,18.709,11.8027,16.4748,17.3141,19.7059,10.5947,13.0988,14.4721,18.5971
4,2.67597,2.85751,12.8083,1.21192,0.000288808,219.585,807,21.2476,11.2442,12.5904,20.5822,21.9443,10.7899,11.7583,12.0348,13.2548
5,13.3086,0.769678,1.78679,0.416737,7.87974e-05,48.1408,3506,20.1949,12.1504,12.2211,19.3666,21.3911,10.8676,13.0458,10.6924,13.8625
6,3.18832,0.621798,0.788517,0.473494,0.00507413,19.6648,991,17.1292,11.9847,14.8956,16.4112,17.6235,11.3288,12.6071,14.1085,15.7292
7,10.3389,0.580472,3.24624,0.251375,4.25827e-05,100.677,2730,18.4158,11.7786,14.0043,16.8872,19.5034,10.3533,13.1244,12.9144,14.8692
8,0.327015,2.45145,1.525,1.63869,0.797236,10.6673,156,21.8602,11.0116,12.8332,21.5756,22.1561,10.7724,11.3271,12.6187,13.1269
9,0.0647407,1.71976,0.594347,1.65933,1.18217,4.1465,22,21.6512,11.4053,12.0797,21.553,21.7725,11.1641,11.6107,12.023,12.255
10,1.96888,5.16756,8.88531,2.51708,0.914206,97.9097,681,20.9446,11.8111,10.6717,20.2102,21.3868,11.3051,12.5666,10.0464,11.2738
11,0.164051,1.27056,0.75344,0.973741,0.18916,3.89432,38,20.2193,12.9864,11.2048,19.5,20.798,12.6221,13.0584,10.9222,11.345
12,1.08592,0.858859,1.10125,0.616078,0.313721,11.2326,333,16.4733,11.6909,15.048,16.1118,16.8735,11.2465,12.1717,14.628,15.5045
13,1.89061,1.10528,1.12144,0.916351,0.24294,14.9004,670,16.4787,12.1654,14.2912,15.9319,17.0755,11.5567,12.6886,13.8233,14.8402
14,7.59144,0.536789,0.628021,0.342405,0.00240584,13.2632,2113,16.9281,10.071,12.8647,15.7145,18.151,8.91669,11.1421,12.198,13.8497
15,6.73439,0.518138,0.611876,0.341744,0.049393,9.10499,1773,18.1984,11.9808,12.7553,16.7,19.2326,10.3758,13.0646,11.588,13.7877
16,0.289272,5.39487,6.99694,3.76962,1.44887,87.0078,260,21.8338,10.7232,13.0236,21.651,22.0904,10.5053,10.9366,12.7967,13.1857
17,0.131547,3.07031,4.12848,1.73696,1.15029,32.5306,92,22.0243,11.1335,12.9742,21.7713,22.1867,10.907,11.3043,12.7714,13.2177
18,0.565347,4.44836,8.19943,2.30622,1.14896,72.4344,186,21.9427,11.2235,12.2888,21.5453,22.303,10.7719,11.6112,11.9324,12.6901
19,0.103827,5.5101,6.5745,3.66719,1.51062,42.1551,121,21.4798,10.9741,12.0479,21.3121,21.6024,10.8816,11.1049,11.8708,12.1788
20,0.295971,6.72373,6.85907,3.58241,1.58893,54.1865,255,20.6422,11.3203,10.2473,20.4232,20.885,11.1237,11.5994,10.0045,10.5258
21,1.08481,2.32191,1.29136,1.79764,1.13761,15.7455,419,21.1353,11.4431,10.0602,20.6716,21.5166,11.0333,11.8757,9.65974,10.487
22,3.67135,1.42121,3.57377,0.83148,0.168197,107.173,1101,20.3401,12.7189,10.5077,19.509,21.4127,11.844,13.2408,9.93834,11.1749
23,0.264451,1.73271,0.591988,1.53616,0.926131,3.54567,230,20.8383,13.0018,11.4628,20.6096,21.06,12.8204,13.2386,11.2139,11.6633
24,1.21092,2.36818,3.36358,1.32204,0.614248,33.1272,380,16.0299,11.2932,15.2739,15.5617,16.4676,10.9327,11.7273,14.869,15.6112
25,0.570321,1.02453,0.741625,0.584493,0.363383,4.01965,207,16.5816,11.677,15.5606,16.2104,16.8953,11.3457,12.0071,15.3243,15.8393
26,0.240966,1.80422,1.04203,1.55212,1.16459,12.4584,208,16.4498,12.6909,14.1173,16.2422,16.6521,12.5018,12.9037,13.9182,14.3345
27,1.71104,2.2313,2.85972,1.52791,0.798382,44.054,616,15.8232,12.3266,13.9491,15.2983,16.3415,11.8662,12.7927,13.4203,14.452
28,0.135877,1.99322,1.09247,1.52042,0.475173,5.73575,33,15.7007,9.60189,13.0911,15.5443,15.8869,9.40536,9.73607,12.4721,13.3134
29,3.38002,1.18687,1.04978,0.94934,0.280664,13.7237,1042,15.8395,8.80494,12.8659,15.0825,16.6408,8.11584,9.48,12.3234,13.3924
