label,volume,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,363.243,550.332,692.756,427,2.33408e-30,429292,54440050,21.6906,7.97259,9.94144,18.2988,24.6823,2.13876,12.1165,0.77112,18.0785
2,164.323,873.547,1009.73,601,2.3213e-24,317887,24627395,14.6187,14.7673,13.3811,9.76248,18.9166,9.72036,17.3581,6.48312,18.8782
3,114.709,351.421,358.637,305,3.81406e-34,210315,17191742,13.2514,10.1428,14.6307,9.16344,16.6514,4.90932,14.2132,11.3383,18.2308
4,329.335,488.292,544.526,389,1.21952e-29,375140,49358257,15.4203,13.1497,7.42038,8.52696,19.291,7.90452,16.4596,0.08568,14.1182
5,104.233,296.895,294.543,257,3.31566e-15,151033,15621597,17.5342,7.90652,10.9109,12.9449,21.1255,1.91412,11.8544,6.21656,14.6513
