label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,22.4412,0.419987,4.64046,0.155699,-8.99154e-08,214.205,6213,15.9229,10.1712,19.9303,14.8366,16.8322,9.31559,11.391,17.3152,22.4062
2,31.5328,0.516713,4.23838,0.183219,-5.68261e-07,241.85,8461,16.8516,11.068,14.5586,15.9574,18.5911,9.51822,12.6897,11.5354,18.2216
3,20.2386,0.737018,4.11954,0.258762,-3.44152e-05,143.986,5751,15.1525,10.7348,16.3908,13.8911,16.1652,9.40876,12.1544,14.4936,18.6875
4,1.96936,0.745915,0.689304,0.500488,0.016348,7.75664,593,18.428,11.0464,13.0159,17.9418,18.9532,10.5855,11.5741,12.559,13.5006
5,6.62871,2.25071,9.37135,0.780266,0.0195566,202.494,1758,17.936,11.8115,11.4816,16.7909,19.023,10.8143,12.7813,10.4269,12.4356
6,4.34715,0.688419,1.64289,0.490898,0.020316,50.4469,1226,13.4893,10.9153,14.4726,12.6116,14.0115,10.215,11.6198,13.5746,15.3687
7,13.8351,1.34196,12.9999,0.3432,-2.22544e-05,745.636,3719,14.8769,11.2445,13.7643,13.4459,15.9345,9.91972,12.5014,11.9185,15.1882
8,0.390592,3.3122,12.3595,1.82386,0.303603,116.591,107,19.0123,11.1403,13.2038,18.763,19.2828,10.7702,11.4806,12.9044,13.4593
9,0.679415,2.73642,6.10699,1.04047,0.566073,44.8722,204,18.9713,10.9011,12.729,18.6096,19.3251,10.4686,11.3406,12.4479,13.1397
10,0.777658,7.21081,17.9443,3.75282,0.422992,210.644,208,18.5019,11.2505,10.7889,18.0137,18.966,10.9551,11.675,10.3683,11.1902
11,0.547532,7.87161,15.2212,2.64772,0.436016,147.039,161,18.6721,12.3311,11.1134,17.5013,19.0185,11.6459,12.7359,10.732,11.3803
12,1.11705,9.73257,46.441,0.897163,0.176395,405.757,322,12.7346,10.3028,14.4448,12.3165,13.1735,9.83439,10.7808,14.0623,14.8197
13,2.33042,2.91886,7.19532,1.0122,0.116739,77.2021,585,12.763,10.9629,13.7555,12.0833,13.4723,10.3211,11.6037,13.2127,14.3769
14,10.3606,0.930057,2.05232,0.352594,5.06568e-06,52.3929,2594,13.7686,9.26283,12.3155,12.8008,14.8524,7.72804,10.7548,11.4695,13.3591
15,0.265852,0.511312,1.91239,0.215182,0.0434099,14.3439,98,15.1333,10.8225,12.2788,14.5569,15.669,10.4122,11.9244,11.8974,12.771
16,0.66694,36.8191,180.718,2.95211,0.941147,1649.47,236,19.1548,10.9597,13.5969,18.8779,19.4062,10.6331,11.301,13.3071,13.9508
17,0.305588,19.0433,110.655,0.918102,0.0679357,1038.76,127,19.1757,11.3984,13.3035,18.947,19.3867,11.1622,11.5951,13.1243,13.5292
18,0.666914,4.06665,8.3349,2.11705,0.848178,76.6926,183,19.3807,10.8015,12.7438,19.1414,19.7413,10.3439,11.2146,12.3865,13.0796
19,0.248863,4.04844,7.14486,1.58257,0.756686,57.6182,215,18.9949,10.5156,12.5639,18.7839,19.1833,10.3348,10.6965,12.365,12.7996
20,2.16689,2.99802,13.8934,1.36939,0.577176,240.408,612,19.2064,11.1922,10.4129,18.5552,19.8343,10.6893,11.6707,9.93204,10.9115
21,0.383418,4.68524,6.92465,1.5236,1.04383,47.0083,219,18.5248,10.9295,10.5094,18.2536,18.8285,10.701,11.2012,10.2831,10.7916
22,0.288694,5.11937,11.2672,1.68205,1.2451,130.638,103,18.4451,12.7661,11.4306,18.1422,18.6737,12.6102,12.9675,11.1749,11.6617
23,4.47243,2.91429,14.3123,0.84518,0.0876412,376.695,1346,18.3751,12.2014,10.3259,17.3657,19.2276,11.4765,12.8159,9.67734,11.0492
24,0.531806,21.7577,71.2158,1.69211,0.550704,1421.83,161,12.6869,10.0932,14.8965,12.3747,12.9961,9.8052,10.4004,14.6392,15.1794
25,1.17789,23.2578,136.503,3.00838,0.400018,1754.25,337,12.3282,9.76308,14.4119,11.9399,12.7885,9.38483,10.2064,14.1394,14.7462
26,0.321665,3.67978,6.43503,1.14342,0.783512,36.5459,179,12.6643,11.6821,13.7797,12.4353,12.8736,11.4963,11.9589,13.5661,13.9956
27,1.90069,16.3485,65.99,4.01669,0.86662,897.407,488,12.2055,11.2138,13.2841,11.5609,12.791,10.6951,11.6421,12.7659,13.8225
28,0.305934,4.27831,3.43753,1.61102,0.814371,19.4835,148,13.2069,7.77322,12.4643,12.9702,13.4527,7.55993,7.99517,12.2811,12.685
29,0.183365,27.2284,102.528,7.00717,1.69022,773.645,53,13.2867,8.00769,11.6151,12.7565,13.7434,7.86542,8.20184,11.4388,12.1727
30,6.98553,1.14592,7.51928,0.318968,0.00544138,160.802,1842,15.3563,10.8908,11.3641,14.7179,15.9589,10.0027,11.796,10.164,12.6243
31,14.2819,3.0103,10.8004,0.963315,0.000761889,403.665,3860,14.0659,11.877,11.5954,12.8282,15.4398,10.5854,12.8748,10.0685,13.2146
32,0.61889,4.33556,12.2397,2.04428,1.15767,251.937,222,19.4015,10.6297,13.9988,19.139,19.6622,10.2524,10.9969,13.6829,14.2933
33,0.539065,5.07109,17.162,2.60134,0.176367,286.084,598,19.0566,10.9939,14.1419,18.9039,19.2143,10.699,11.2593,13.7741,14.4727
34,0.352043,11.6363,45.0761,5.84501,0.11667,764.728,311,19.5215,11.5019,13.467,19.2428,19.7879,11.3331,11.6676,13.2523,13.6772
35,0.259527,8.83077,26.3469,1.78154,0.489188,234.079,169,19.1833,11.6998,13.323,19.0095,19.4034,11.5502,11.8937,13.1388,13.517
36,1.9026,3.03097,3.24102,1.79568,0.478489,26.5662,588,19.8442,10.2075,12.5832,19.2627,20.3806,9.54774,10.7807,12.221,12.9489
37,0.506859,5.37816,11.5984,1.80714,0.995924,146.94,216,19.7732,10.9898,12.5403,19.4653,20.0565,10.7543,11.2622,12.2889,12.8326
38,0.0417226,5.24677,5.24283,2.96587,1.05268,23.9026,40,18.9019,10.3175,12.5172,18.8024,19.0552,10.2498,10.4633,12.3666,12.6236
39,0.0204237,3.7408,2.99294,2.32677,0.99821,10.4083,19,18.9139,10.3313,12.4057,18.8388,19.0415,10.2353,10.4233,12.3355,12.4868
40,0.915793,3.76665,10.7964,0.980162,0.15683,133.399,342,20.0789,11.4698,10.2663,19.6267,20.5556,11.0904,11.8483,10.0171,10.5024
41,0.735335,2.11134,2.81046,1.20443,0.0657893,20.0174,213,19.8359,10.8945,10.1188,19.4066,20.2566,10.5632,11.2323,9.78924,10.4752
42,0.26412,4.08904,9.03741,2.87955,1.75068,127.867,230,18.3586,10.6736,10.6649,18.149,18.5501,10.4337,10.8662,10.4802,10.8801
43,0.297981,2.7554,3.95129,1.60496,0.68301,48.2372,265,18.3725,10.7949,10.2692,18.1589,18.5971,10.5991,11.0014,10.0337,10.4853
44,0.264202,2.67075,1.52514,1.8609,0.764815,12.9383,161,18.626,13.0169,11.3513,18.4513,18.7962,12.7927,13.2454,11.1871,11.546
45,0.149684,4.77586,4.43397,2.41501,0.93607,19.1389,128,18.3509,13.0197,11.3753,18.1759,18.5055,12.8888,13.1703,11.1902,11.579
46,0.628146,5.38582,20.5109,1.351,0.651259,310.812,201,18.723,12.9001,9.90194,18.3306,19.0746,12.6883,13.2315,9.60154,10.222
47,3.56568,3.42708,5.91905,1.72468,-1.07532e-05,73.4377,1037,18.645,12.1963,9.32152,17.7479,19.4186,11.5836,12.817,8.61144,9.81064
48,1.47991,2.19599,2.37853,1.08425,0.519564,40.2576,454,12.7753,9.66206,15.4119,12.4631,13.0302,9.09172,10.2131,14.9364,15.9249
49,0.297548,3.9785,12.3217,1.09893,0.329401,139.095,258,12.7194,10.3707,15.2121,12.5203,12.9338,10.1459,10.6282,14.9903,15.3993
50,0.226044,18.3925,65.1043,5.36747,2.52422,424.877,87,11.829,9.59272,14.4848,11.6057,11.9688,9.3389,9.77357,14.2939,14.6652
51,0.357774,19.2216,59.4587,2.83474,1.1557,908.21,119,12.0316,9.27736,14.3602,11.8281,12.3017,9.05734,9.52819,14.1241,14.5638
52,0.222961,2.14517,3.04935,1.12527,0.501106,28.2486,190,12.7205,11.8912,14.0287,12.5446,12.8954,11.7119,12.0944,13.8412,14.2421
53,0.270209,3.13811,9.46475,1.65122,0.632505,131.384,242,12.8539,11.9461,13.7054,12.6532,13.0607,11.7117,12.1514,13.5278,13.8955
54,1.03934,9.4104,20.3751,4.62487,1.75025,526.056,337,11.7875,11.6175,12.8683,11.398,12.1939,11.2553,12.0138,12.4266,13.2924
55,0.694061,35.4102,97.3377,10.4869,1.59278,771.879,191,11.7571,10.9009,12.9953,11.3363,12.1361,10.5913,11.2606,12.6991,13.3636
56,0.36151,11.7554,29.0728,3.30865,0.958197,210.572,317,13.003,7.52814,12.6616,12.7744,13.2463,7.25399,7.78241,12.4418,12.8765
57,0.352872,10.8772,45.6435,3.57008,0.617492,584.817,452,13.2084,7.89474,12.8357,13.0422,13.3736,7.65346,8.11989,12.603,13.0797
58,2.07952,7.56578,39.6098,3.0635,0.775982,729.311,557,13.1593,7.50279,11.8174,12.6263,13.7849,7.05571,7.97146,11.2958,12.2951
