label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,22.3967,0.210687,2.38323,0.0132737,-0.000522292,96.7554,5752,14.3074,9.69864,21.2893,13.4106,15.5362,8.25006,11.2585,18.7073,23.608
2,33.3003,0.236673,1.55011,0.095851,1.3548e-05,87.3504,8507,15.6038,9.96911,16.1241,14.1731,17.1031,8.20462,11.8074,12.9391,19.7396
3,23.6486,0.135358,0.281024,0.0706358,0.00690998,13.3962,6706,13.9719,9.99562,17.3047,12.5801,14.9972,8.34589,11.7111,15.2329,19.5605
4,2.49841,1.33901,3.51091,0.877576,0.234521,79.9667,668,17.2209,10.1986,14.0264,16.6532,17.7665,9.69997,10.7965,13.5639,14.5522
5,9.60919,0.790941,2.80712,0.616755,0.0365336,101.853,2427,16.5806,10.9353,12.777,15.2905,17.7841,9.8644,11.8503,11.6147,13.9606
6,4.42086,0.759206,2.70938,0.461889,0.119253,68.4931,1252,12.5795,11.2759,15.651,11.7694,13.2689,10.387,11.9551,14.8409,16.546
7,14.0505,0.34289,1.12048,0.142004,0.00512211,65.2067,3847,13.8308,10.7031,14.5717,12.1698,14.9095,9.08526,11.7949,12.8943,16.2075
8,0.538393,3.23305,7.72745,1.29059,0.641729,50.8608,167,17.5882,9.94459,14.5429,17.304,17.8866,9.66118,10.318,14.2545,14.8973
9,0.290965,2.60586,2.55679,1.6536,1.12315,16.6808,74,17.7674,10.2496,13.8838,17.5979,18.0006,9.74303,10.6531,13.5947,14.3907
10,0.934406,4.42704,7.11691,2.65686,1.29113,66.849,325,17.402,10.0951,11.8991,16.8684,17.8401,9.73409,10.4305,11.5016,12.3612
11,1.86943,2.07294,1.59587,1.45606,0.636953,26.5743,496,17.023,11.105,11.848,16.1489,17.8935,10.1455,11.8337,11.2533,12.4992
12,1.09163,2.78578,6.73173,1.47121,0.373462,68.7337,326,11.814,11.1519,15.9214,11.4116,12.1303,10.6975,11.5804,15.5041,16.3921
13,2.30017,2.66789,7.99818,1.16514,0.367089,99.0204,748,11.7714,11.5331,15.0148,11.2651,12.3273,10.8421,12.2151,14.4823,15.6405
14,8.02877,0.339947,0.882969,0.236507,0.0370337,37.2981,2201,14.2212,9.49486,12.5588,13.3736,15.1086,8.75445,10.3458,11.2844,13.9134
15,0.255017,1.07932,0.170438,1.03616,0.695034,1.44385,65,12.8639,11.4679,14.0776,12.2931,13.513,10.9914,11.6881,13.694,14.2574
16,0.154516,1.76958,0.706397,1.51378,0.927942,3.89444,43,17.7411,10.0408,14.7384,17.4058,17.8956,9.76826,10.2501,14.5925,14.9815
17,0.236376,2.85164,4.30653,1.79909,0.777438,35.128,205,17.4589,9.63413,14.7821,17.2777,17.684,9.40661,9.82763,14.6049,14.9398
18,1.27979,2.91896,1.8452,2.17539,1.2156,18.6583,394,18.1653,9.85868,13.9784,17.6929,18.6247,9.36442,10.3256,13.6695,14.3393
19,0.713946,3.97313,7.12377,1.86483,1.28194,53.266,231,18.0564,10.5716,13.8875,17.6988,18.3693,10.2354,10.8764,13.6473,14.2321
20,0.941695,2.85234,3.33508,2.07179,1.46922,38.3151,327,17.8576,9.84455,11.703,17.5197,18.2627,9.43731,10.2655,11.3834,12.0536
21,0.322847,5.4436,8.46626,2.60418,2.1922,50.4957,163,17.3303,9.71121,11.6893,17.0665,17.5491,9.46455,9.96284,11.4977,11.9214
22,5.96618,1.61152,3.01467,0.950815,0.127596,77.012,1631,17.454,10.9692,11.0496,16.3698,18.4073,10.2636,11.6911,10.1546,11.995
23,0.481729,2.88267,0.703403,2.34064,1.72094,7.75002,231,17.4378,11.8333,12.0145,17.1379,17.6821,11.5864,12.1568,11.7461,12.2658
24,1.74986,4.8282,10.5858,1.72727,0.65288,96.1305,450,11.297,10.6916,16.3214,10.7007,11.9248,10.2217,11.2032,15.8175,16.7553
25,0.473777,3.99686,4.99523,2.18871,0.686721,47.8121,141,11.8015,11.2735,16.4305,11.4895,12.0387,10.9229,11.5308,16.1702,16.7174
26,2.22363,3.04155,4.08581,2.23335,1.04001,52.0366,594,11.1675,11.7612,14.5567,10.5412,11.7848,11.1835,12.3287,13.9678,15.1873
27,0.32199,2.88794,1.61165,2.41876,1.47983,19.402,276,11.8999,12.1317,14.6686,11.6676,12.1442,11.8932,12.3702,14.4642,14.9236
28,2.93795,0.760828,0.729443,0.66153,0.291848,18.0034,820,14.6972,8.88436,11.3878,13.8716,15.3936,8.20974,9.50199,10.7195,12.0251
29,0.339282,1.02938,0.327795,0.845162,0.552331,2.20768,150,14.4047,9.70931,11.2841,14.2005,14.6228,9.48953,9.89134,11.0199,11.5188
30,8.32357,0.30743,0.255912,0.236827,0.0465798,3.06449,2246,12.008,9.02537,13.9913,10.8045,13.2066,7.95709,10.1541,13.2667,14.837
