label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,25.2743,343.455,2644.27,21.2722,-0.0620096,70058.6,6323,13.6464,11.7204,21.1847,12.685,14.6877,10.825,12.9245,18.3566,23.8984
2,21.3701,367.793,1919.01,113.391,0.000577776,69605.8,5067,14.8985,12.7621,16.0608,13.9632,16.5615,11.2035,14.3574,13.4614,19.1162
3,18.039,279.511,1559.82,73.1858,0.049478,56415.7,4749,13.1848,12.2861,17.3345,12.096,14.2219,11.0343,13.5525,15.6657,19.278
4,1.60412,514.803,598.521,440.508,33.6869,10180.4,479,16.5118,13.1155,14.6098,16.0343,16.9604,12.6341,13.6095,14.195,15.0384
5,4.49611,1302.19,4694.55,374.083,-0.000544782,51128.1,1236,16.005,13.5656,13.5355,15.0072,17.0208,12.821,14.4617,12.713,14.4283
6,2.67526,312.72,637.512,196.283,32.0488,11076.6,757,11.8764,12.3675,15.4535,11.1782,12.4044,11.7246,12.9694,14.7542,16.1842
7,10.6156,255.295,1203.51,110.612,9.79658,40999.4,2742,13.0555,12.7944,15.0158,11.876,14.1143,11.6149,13.7299,13.9846,16.0844
8,1.30103,1326.03,1589.93,966.462,509.57,23429.5,376,17.1039,12.9996,14.7465,16.6733,17.5295,12.4934,13.4327,14.2418,15.1525
9,0.288541,4225.21,8727.72,1363.27,527.579,72105,246,16.8367,12.6064,14.3371,16.6351,17.0527,12.4096,12.8272,14.1481,14.5757
10,1.80587,1453.33,7039.54,414,0.509719,95035.1,507,16.27,13.8362,12.9196,15.4263,17.1352,13.0605,14.4517,12.3557,13.5135
11,0.47347,2330.41,5555.11,1209.96,620.628,57638,173,16.4487,14.4349,13.6669,16.0968,16.7586,14.1803,14.6716,13.3876,13.9796
12,0.372874,694.597,253.337,645.995,410.312,2555.54,326,11.1153,12.8905,15.1259,10.8941,11.3999,12.657,13.1582,14.8751,15.3482
13,1.69013,369.105,669.178,198.632,25.4305,24214.1,492,11.4553,12.2561,14.8257,10.7489,11.9617,11.5719,12.8936,14.3257,15.6233
