label,volume,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,404.057,1.27714,1.8048,1.0425,0,1451.59,510288560,15.2418,9.18013,9.89808,10.5154,19.608,2.36208,13.4794,0.45696,18.0404
2,196.077,1.31248,1.93663,1.0875,0,1252.18,247628080,6.9637,11.2793,13.364,3.83952,12.0384,5.26224,16.4707,7.15904,18.6116
3,147.44,1.09489,1.18916,0.9975,0,737.713,186203704,6.99554,7.71979,11.0751,3.74832,11.2723,1.92432,13.9901,6.87344,15.3938
4,294.168,0.921868,1.11534,0.7925,0,1005.79,371508792,9.38431,13.4244,6.7592,3.47472,13.3517,7.32336,17.1638,0.41888,14.2134
5,100.33,1.12329,1.5851,0.9575,0,1289.74,126708128,11.7355,7.70198,9.75481,7.04976,15.7958,1.85136,11.4182,4.68384,13.3946
