label,volume,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,373.926,717.956,592.259,629,6.52423e-19,162122,57011498,17.7498,13.2581,9.83534,14.1845,21.8126,8.02256,16.6901,0.38556,17.9214
2,252.404,721.779,521.765,681,3.68223e-05,189841,38483416,8.40885,12.4478,13.8164,5.27568,13.1266,6.09232,16.5787,5.94524,19.635
3,160.73,751.607,464.463,727,1.7556e-23,147861,24506026,11.2917,8.44177,13.1404,6.07376,17.2098,4.0136,14.4629,9.163,17.1788
4,305.861,600.359,424.826,547,5.92749e-43,120041,46633823,10.1429,12.7858,7.16068,5.1272,14.7413,6.76048,16.3931,0.00476,14.4752
5,109.344,612.992,444.299,569,1.02807e-08,82227.1,16671420,15.0431,10.2318,10.5322,10.1013,21.0888,6.64912,14.4629,5.56444,13.904
