label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,20.4251,0.667202,6.36252,0.0795974,-0.000390153,279.683,5410,14.672,10.5188,19.4366,13.6516,15.5834,9.3951,11.5425,16.9807,21.504
2,20.9745,1.21934,7.18338,0.269437,9.65319e-06,228.444,5405,13.7345,10.7556,15.5828,12.52,14.7449,9.75485,11.8907,13.6113,17.9173
3,21.9098,1.56123,8.36276,0.259151,0.00346767,276.178,5363,15.3479,10.9724,14.2132,14.5362,16.9278,9.94511,12.4622,11.4142,17.5557
4,3.77348,0.916953,1.43577,0.724863,0.00254124,32.7694,1009,12.0178,10.6457,13.8151,11.182,12.6807,9.96995,11.1596,13.0652,14.5613
5,6.78293,2.04038,5.52787,0.738752,0.000438678,250.869,1741,13.4191,10.9853,13.2114,12.3932,14.4164,9.9406,11.9018,12.5262,13.9433
6,1.8043,2.31535,12.2258,0.738563,0.284716,167.601,514,16.9876,11.3303,12.5266,16.4759,17.495,10.9442,11.8084,12.058,13.0721
7,4.56098,2.56163,13.6529,0.923151,0.0498043,312.379,1251,16.4101,11.9848,11.4364,15.4771,17.2916,11.0929,12.7939,10.6591,12.2631
8,0.421608,2.32941,1.5165,1.65281,1.01015,10.6147,177,11.3288,11.1916,13.8363,11.1116,11.569,10.947,11.4621,13.5298,14.0778
9,0.519982,1.2363,3.93974,0.392799,0.0164599,33.5999,118,11.3779,10.4643,13.3703,10.9855,11.6549,9.98899,11.1413,13.0261,14.0402
10,6.26989,0.838533,3.20305,0.366237,0.0130799,70.7925,1617,12.5328,9.3601,11.9748,11.7068,13.3714,8.30011,10.5158,11.1606,12.7975
11,2.24074,3.07895,10.9157,0.524248,0.0354085,139.836,623,13.4939,11.0397,12.2789,12.3263,14.1439,9.96267,11.9301,11.6076,12.7136
12,0.606359,3.05183,10.0057,1.19602,0.731803,125.328,288,17.437,11.8189,12.8651,17.1277,17.6873,11.5024,12.1912,12.5816,13.1147
13,0.784064,2.24922,3.97991,1.1889,0.478957,41.0235,211,17.588,11.239,12.6692,17.2532,17.9692,10.8548,11.631,12.2587,13.1054
14,0.485171,4.45436,5.33561,1.71892,0.486092,33.4216,163,16.5559,12.8802,11.526,16.2631,16.8514,12.6845,13.1557,11.2883,11.7595
15,1.75833,2.50099,6.79698,1.27482,0.160657,244.202,476,16.7141,12.2813,10.7787,15.9433,17.3921,11.6573,12.9228,10.2887,11.3141
16,0.244544,4.65063,2.22761,3.88476,1.80409,22.086,218,11.3503,11.303,14.204,11.196,11.4989,11.1456,11.468,14.0478,14.3695
