label,area,mean,sigma,median,min,max,count,centroidX,centroidY,centroidZ,bboxXStart,bboxXEnd,bboxYStart,bboxYEnd,bboxZStart,bboxZEnd
1,22.4412,38.4211,424.514,14.2436,-8.22428e-06,19595.8,6213,15.9229,10.1712,19.9303,14.8366,16.8322,9.31559,11.391,17.3152,22.4062
2,31.5328,47.2698,387.737,16.7614,-5.20081e-05,22125.2,8461,16.8516,11.068,14.5586,15.9574,18.5911,9.51822,12.6897,11.5354,18.2216
3,20.2386,67.4236,376.863,23.672,-0.00314833,13172.3,5751,15.1525,10.7348,16.3908,13.8911,16.1652,9.40876,12.1544,14.4936,18.6875
4,1.96936,68.2376,63.059,45.7854,1.49557,709.598,593,18.428,11.0464,13.0159,17.9418,18.9532,10.5855,11.5741,12.559,13.5006
5,6.62871,205.898,857.29,71.3804,1.78909,18523.9,1758,17.936,11.8115,11.4816,16.7909,19.023,10.8143,12.7813,10.4269,12.4356
6,4.34715,62.9775,150.294,44.9082,1.85859,4615.01,1226,13.4893,10.9153,14.4726,12.6116,14.0115,10.215,11.6198,13.5746,15.3687
7,13.8351,122.765,1189.25,31.3965,-0.00203577,68210.5,3719,14.8769,11.2445,13.7643,13.4459,15.9345,9.91972,12.5014,11.9185,15.1882
8,0.390592,303.006,1130.67,166.852,27.7742,10666,107,19.0123,11.1403,13.2038,18.763,19.2828,10.7702,11.4806,12.9044,13.4593
9,0.679415,250.332,558.679,95.1818,51.7853,4105.14,204,18.9713,10.9011,12.729,18.6096,19.3251,10.4686,11.3406,12.4479,13.1397
10,0.777658,659.656,1641.58,343.314,38.6962,19270.2,208,18.5019,11.2505,10.7889,18.0137,18.966,10.9551,11.675,10.3683,11.1902
11,0.547532,720.113,1392.47,242.216,39.8884,13451.2,161,18.6721,12.3311,11.1134,17.5013,19.0185,11.6459,12.7359,10.732,11.3803
12,1.11705,890.358,4248.53,82.0738,16.137,37119.5,322,12.7346,10.3028,14.4448,12.3165,13.1735,9.83439,10.7808,14.0623,14.8197
13,2.33042,267.022,658.241,92.5969,10.6794,7062.64,585,12.763,10.9629,13.7555,12.0833,13.4723,10.3211,11.6037,13.2127,14.3769
14,10.3606,85.0831,187.749,32.2558,0.000463434,4792.98,2594,13.7686,9.26283,12.3155,12.8008,14.8524,7.72804,10.7548,11.4695,13.3591
15,0.265852,46.7762,174.952,19.6852,3.97118,1312.23,98,15.1333,10.8225,12.2788,14.5569,15.669,10.4122,11.9244,11.8974,12.771
16,0.66694,3368.28,16532.4,270.064,86.0975,150897,236,19.1548,10.9597,13.5969,18.8779,19.4062,10.6331,11.301,13.3071,13.9508
17,0.305588,1742.16,10123.3,83.9895,6.21493,95031.3,127,19.1757,11.3984,13.3035,18.947,19.3867,11.1622,11.5951,13.1243,13.5292
18,0.666914,372.023,762.487,193.67,77.592,7015.93,183,19.3807,10.8015,12.7438,19.1414,19.7413,10.3439,11.2146,12.3865,13.0796
19,0.248863,370.358,653.621,144.777,69.2227,5271.08,215,18.9949,10.5156,12.5639,18.7839,19.1833,10.3348,10.6965,12.365,12.7996
20,2.16689,274.267,1271.03,125.274,52.8012,21993.6,612,19.2064,11.1922,10.4129,18.5552,19.8343,10.6893,11.6707,9.93204,10.9115
21,0.383418,428.614,633.48,139.382,95.4912,4300.49,219,18.5248,10.9295,10.5094,18.2536,18.8285,10.701,11.2012,10.2831,10.7916
22,0.288694,468.333,1030.76,153.877,113.904,11951.4,103,18.4451,12.7661,11.4306,18.1422,18.6737,12.6102,12.9675,11.1749,11.6617
23,4.47243,266.604,1309.31,77.3182,8.01757,34460.6,1346,18.3751,12.2014,10.3259,17.3657,19.2276,11.4765,12.8159,9.67734,11.0492
24,0.531806,1990.43,6514.91,154.796,50.3793,130072,161,12.6869,10.0932,14.8965,12.3747,12.9961,9.8052,10.4004,14.6392,15.1794
25,1.17789,2127.66,12487.6,275.208,36.5941,160483,337,12.3282,9.76308,14.4119,11.9399,12.7885,9.38483,10.2064,14.1394,14.7462
26,0.321665,336.634,588.691,104.602,71.6769,3343.3,179,12.6643,11.6821,13.7797,12.4353,12.8736,11.4963,11.9589,13.5661,13.9956
27,1.90069,1495.59,6036.9,367.455,79.2799,82097.2,488,12.2055,11.2138,13.2841,11.5609,12.791,10.6951,11.6421,12.7659,13.8225
28,0.305934,391.386,314.473,147.379,74.4992,1782.43,148,13.2069,7.77322,12.4643,12.9702,13.4527,7.55993,7.99517,12.2811,12.685
29,0.183365,2490.91,9379.44,641.024,154.624,70774.6,53,13.2867,8.00769,11.6151,12.7565,13.7434,7.86542,8.20184,11.4388,12.1727
30,6.98553,104.83,687.873,29.1797,0.49776,14710.5,1842,15.3563,10.8908,11.3641,14.7179,15.9589,10.0027,11.796,10.164,12.6243
31,14.2819,275.387,988.043,88.1255,0.069694,36928,3860,14.0659,11.877,11.5954,12.8282,15.4398,10.5854,12.8748,10.0685,13.2146
32,0.61889,396.625,1119.72,187.016,105.906,23047.8,222,19.4015,10.6297,13.9988,19.139,19.6622,10.2524,10.9969,13.6829,14.2933
33,0.539065,463.908,1569.98,237.976,16.1348,26170.8,598,19.0566,10.9939,14.1419,18.9039,19.2143,10.699,11.2593,13.7741,14.4727
34,0.352043,1064.52,4123.73,534.706,10.6731,69958.2,311,19.5215,11.5019,13.467,19.2428,19.7879,11.3331,11.6676,13.2523,13.6772
35,0.259527,807.863,2410.31,162.979,44.7515,21413.9,169,19.1833,11.6998,13.323,19.0095,19.4034,11.5502,11.8937,13.1388,13.517
36,1.9026,277.278,296.493,164.271,43.7739,2430.28,588,19.8442,10.2075,12.5832,19.2627,20.3806,9.54774,10.7807,12.221,12.9489
37,0.506859,492.003,1061.01,165.319,91.1086,13441.8,216,19.7732,10.9898,12.5403,19.4653,20.0565,10.7543,11.2622,12.2889,12.8326
38,0.0417226,479.985,479.626,271.32,96.3003,2186.67,40,18.9019,10.3175,12.5172,18.8024,19.0552,10.2498,10.4633,12.3666,12.6236
39,0.0204237,342.217,273.8,212.861,91.318,952.162,19,18.9139,10.3313,12.4057,18.8388,19.0415,10.2353,10.4233,12.3355,12.4868
40,0.915793,344.581,987.693,89.6666,14.3468,12203.9,342,20.0789,11.4698,10.2663,19.6267,20.5556,11.0904,11.8483,10.0171,10.5024
41,0.735335,193.149,257.105,110.182,6.01851,1831.23,213,19.8359,10.8945,10.1188,19.4066,20.2566,10.5632,11.2323,9.78924,10.4752
42,0.26412,374.071,826.752,263.428,160.156,11697.4,230,18.3586,10.6736,10.6649,18.149,18.5501,10.4337,10.8662,10.4802,10.8801
43,0.297981,252.069,361.473,146.826,62.4827,4412.93,265,18.3725,10.7949,10.2692,18.1589,18.5971,10.5991,11.0014,10.0337,10.4853
44,0.264202,244.325,139.524,170.238,69.9663,1183.64,161,18.626,13.0169,11.3513,18.4513,18.7962,12.7927,13.2454,11.1871,11.546
45,0.149684,436.903,405.628,220.928,85.6335,1750.89,128,18.3509,13.0197,11.3753,18.1759,18.5055,12.8888,13.1703,11.1902,11.579
46,0.628146,492.706,1876.38,123.591,59.5788,28433.8,201,18.723,12.9001,9.90194,18.3306,19.0746,12.6883,13.2315,9.60154,10.222
47,3.56568,313.515,541.486,157.777,-0.000983563,6718.28,1037,18.645,12.1963,9.32152,17.7479,19.4186,11.5836,12.817,8.61144,9.81064
48,1.47991,200.893,217.592,99.1888,47.5305,3682.83,454,12.7753,9.66206,15.4119,12.4631,13.0302,9.09172,10.2131,14.9364,15.9249
49,0.297548,363.958,1127.19,100.532,30.1339,12724.3,258,12.7194,10.3707,15.2121,12.5203,12.9338,10.1459,10.6282,14.9903,15.3993
50,0.226044,1682.58,5955.87,491.024,230.921,38868.6,87,11.829,9.59272,14.4848,11.6057,11.9688,9.3389,9.77357,14.2939,14.6652
51,0.357774,1758.42,5439.36,259.327,105.725,83084.1,119,12.0316,9.27736,14.3602,11.8281,12.3017,9.05734,9.52819,14.1241,14.5638
