id,depo,distance,centroidX,centroidY,centroidZ
m09,1.12992,15.17492243,12.3732,11.3288,3.40612
m09,0.772109,14.01883623,9.50682,9.76063,4.69087
m09,0.954277,10.36341606,10.3747,11.4247,8.32127
m09,0.683906,15.64909053,8.19396,10.6604,3.12931
m09,0.864403,8.838458951,9.97234,11.0797,9.86498
m09,0.858924,16.38630936,11.675,11.3981,2.22772
m09,1.19546,14.93100956,11.1343,11.1813,3.70939
m09,0.635092,5.9398399,14.3922,11.5675,12.5561
m09,0.471701,15.60341026,7.55531,9.00455,3.19341
m09,1.25354,9.183844872,11.356,7.58934,9.42526
m09,1.20171,10.54400325,10.3964,8.95857,8.12055
m09,1.13964,9.73298923,14.8905,7.2137,8.70086
m09,0.869991,13.7096847,8.32384,7.62813,5.04156
m09,1.09816,8.841187324,9.91441,9.83452,9.85554
m09,1.35036,11.52693165,11.4008,9.09115,7.08865
m09,0.87244,12.98447299,7.8487,9.32114,5.80368
m09,0.334846,16.88332796,7.47136,9.94681,1.92323
m09,0.684533,14.70315375,7.97846,9.67188,4.0793
m09,1.11633,9.865706462,10.8746,5.52566,8.75018
m09,1.03944,9.154008381,11.1213,9.68864,9.48259
m09,0.808643,14.07245757,7.72553,8.689,4.71553
m09,0.741159,14.96711028,8.563,10.5708,3.7935
m09,0.706268,8.766704542,13.5789,11.7425,9.76667
m09,1.36793,10.81097237,12.2331,6.08392,7.74204
m09,1.18178,12.05888445,10.6731,7.95374,6.58271
m09,0.876031,13.16850108,9.70653,8.76683,5.52493
m09,0.982624,9.129418594,9.1329,9.48422,9.60225
m09,1.07986,10.62451042,13.5496,7.82341,7.87807
m09,1.23307,9.936434363,13.7824,6.34487,8.54436
m09,0.682391,11.88019484,10.3842,4.21126,6.74703
m09,1.38563,9.860300035,12.4584,5.5484,8.67882
m09,1.46539,9.560472742,12.723,7.98384,8.98478
m09,0.652803,11.20603385,11.3821,3.72691,7.36982
m09,1.00736,8.795719487,12.4476,11.5277,9.79094
m09,1.00096,8.730532358,11.7638,8.5036,9.8663
m09,0.858719,15.06021995,9.76262,11.6841,3.65051
m09,0.239976,17.66095896,10.4527,11.7546,1.01364
m09,0.977211,9.937523736,14.5453,5.53485,8.50001
m09,0.553944,16.33961563,8.24107,10.9008,2.4375
m09,0.803995,15.32796925,10.106,10.2648,3.3549
m09,0.926854,14.16204975,9.08837,11.277,4.57941
m09,0.257632,17.24486633,7.94153,10.905,1.54574
m09,0.19752,17.59428092,9.04905,11.4456,1.14623
m09,0.793524,14.40757242,10.485,10.0391,4.25627
m09,0.677894,16.23063424,9.93538,10.5115,2.46132
m09,0.958297,7.668020355,13.5668,10.6219,10.8587
m09,0.795743,13.9897259,8.8396,8.80851,4.74515
m09,1.4144,10.53547275,11.9307,5.08567,8.02493
m09,1.24942,12.22202792,9.827,7.50184,6.45702
m09,1.25228,11.92801357,9.50375,8.96183,6.77826
m09,1.04901,8.425842999,12.7289,8.21992,10.1223
m09,1.42531,9.272240466,12.3962,6.58763,9.27856
m09,0.87238,8.641378667,12.7243,9.23234,9.91447
m09,1.26835,15.69212678,11.1729,11.6942,2.9494
m09,0.273813,17.52472996,11.6952,11.8568,1.09045
m09,1.01302,12.35845476,13.7358,10.4891,6.15337
m09,1.42832,10.21912123,16.6678,6.99238,8.1261
m09,1.42153,10.77361509,16.9244,10.7073,7.58688
m09,1.11108,8.179300077,16.5311,10.1269,10.199
m09,1.69932,10.46196691,17.7697,9.33734,7.84736
m09,1.07138,11.35559754,19.8637,10.9424,6.86319
m09,0.76209,8.431980424,14.8493,10.817,10.033
m09,1.52283,9.153423591,17.7103,10.246,9.16732
m09,1.19221,10.98973155,15.4008,9.05786,7.43191
m09,1.42321,10.19496703,18.1422,7.89048,8.08552
m09,0.844848,13.6398039,15.6068,12.5862,4.79561
m09,0.974544,10.19717299,20.3305,9.59221,7.99001
m09,0.622562,10.84012146,22.0453,9.58135,7.26289
m09,1.0844,12.03129566,18.477,11.7366,6.26012
m09,0.325653,10.57656948,21.8646,7.3389,7.51839
m09,0.421315,10.83911472,22.1912,8.68048,7.24992
m09,1.66044,8.809474803,18.6923,10.3826,9.46502
m09,0.71916,10.99489941,14.4237,7.16618,7.45974
m09,1.36919,9.430082839,19.6577,10.1905,8.79529
m09,1.23618,10.15246385,19.3605,8.69137,8.07501
m09,1.08398,9.504885616,15.0558,11.0255,8.95036
m09,0.869949,11.23493439,21.0071,10.4405,6.92461
m09,1.36259,11.90064688,15.8573,11.2683,6.51462
m09,1.12986,9.93007201,13.8892,10.7264,8.57905
m09,1.46636,10.84945331,16.4686,8.6878,7.51765
m09,1.89036,9.602566887,16.7799,8.94416,8.75288
m09,0.987924,10.46854346,15.3133,6.44543,7.938
m09,0.889506,11.83416449,14.9324,9.61842,6.6135
m09,1.14271,11.06948685,13.9022,9.76842,7.4303
m09,1.46689,11.45363397,16.7796,11.3684,6.91813
m09,1.27076,10.00551082,15.8332,10.6449,8.40845
m09,1.56468,9.299508668,15.7644,8.89692,9.10528
m09,1.38655,10.8224441,18.6446,10.9102,7.45597
m09,1.3566,11.62785208,16.1874,10.0291,6.76223
m09,1.08489,10.88900967,14.4197,10.9592,7.59496
m09,1.08466,12.67500357,14.9134,11.3918,5.78613
m09,1.358,11.20873313,18.1613,10.4951,7.08952
m09,1.13055,12.32769897,15.252,10.5832,6.11122
m09,0.921902,12.86722138,17.114,12.4357,5.49475
m09,1.43141,9.674722063,14.9863,9.80228,8.77434
m09,0.640729,10.39733366,20.9939,9.09965,7.75361
m09,1.53004,10.18904396,15.6819,8.35327,8.21452
m09,1.37776,12.10364832,17.0783,11.6864,6.25525
m09,0.757587,9.910230104,21.6029,9.65343,8.21595
m09,1.50636,12.6396838,15.8538,11.9378,5.77998
m09,1.47369,10.55842331,19.0299,9.72676,7.69254
m09,1.41878,10.93030351,15.2659,10.3061,7.50751
m09,1.35576,10.510583,14.5087,9.84774,7.96102
m09,1.05779,10.80223994,15.3924,7.83706,7.6107
m10,0.80971,10.62754869,15.9134,10.2864,8.29056
m10,1.36064,6.77939243,14.4268,3.79445,11.4191
m10,1.15728,5.954933582,14.0176,9.03216,12.5274
m10,0.578143,11.96860397,14.3326,8.35818,6.29218
m10,0.779559,8.020951369,13.4202,9.25133,10.2103
m10,1.02051,12.24358246,17.6082,9.34305,7.03291
m10,1.29721,10.10043283,17.1868,8.1507,9.06412
m10,1.07654,8.749694863,15.159,9.8155,9.9978
m10,0.695349,10.2253973,13.5871,8.38338,7.89618
m10,1.69068,7.987652536,16.3512,6.90177,10.9384
m10,1.58352,5.926843521,15.0762,5.66027,12.6303
m10,0.633245,13.60811005,14.6573,8.52781,4.68695
m10,1.22999,6.677762772,15.1628,9.619,12.1489
m10,0.717062,14.86191051,17.9133,9.3506,4.38838
m10,0.641208,12.33761345,15.5378,10.4631,6.40714
m10,0.73068,13.81131647,17.0971,10.2431,5.30916
m10,0.995447,8.364936182,15.1382,2.44917,9.87725
m10,1.4346,8.551200799,14.5785,5.45324,9.72943
m10,0.643063,16.73178582,16.7171,9.522,2.09748
m10,1.35406,9.120583141,15.8946,3.45687,9.38016
m10,1.32613,12.27571077,17.9644,5.86517,6.85988
m10,1.56487,8.197740032,16.3506,7.93728,10.7914
m10,1.2126,4.451509901,14.6443,8.04323,14.2116
m10,1.51643,5.339523346,15.3101,6.90561,13.3994
m10,1.34373,1.887589595,12.215,5.93123,16.03
m10,0.755742,9.862163855,14.1183,9.62614,8.51811
m10,0.979134,7.929234262,15.989,9.85702,11.1005
m10,0.722882,14.89475415,15.1904,8.92251,3.527
m10,1.2627,6.018866134,13.0299,5.29667,11.9097
m10,1.58706,2.570136787,12.2682,4.412,15.2263
m10,1.02482,9.11645994,16.6834,9.68538,10.0519
m10,0.844392,12.01815556,16.0136,8.03267,6.7097
m10,1.38133,10.68148121,16.0751,5.6633,7.95756
m10,0.814571,4.8480923,12.4553,2.37939,12.7597
m10,1.45786,9.576062774,14.8347,7.36128,8.86787
m10,1.39409,4.935751136,14.0787,4.10477,13.2643
m10,1.92028,7.431305968,14.1432,7.14072,10.8898
m10,0.60474,13.64257888,15.3138,10.2153,4.9614
m10,0.642098,15.35175541,16.3869,10.1188,3.48384
m10,1.2199,6.888666203,12.7088,7.38905,11.054
m10,1.40425,6.842361484,16.3335,6.57262,12.1062
m10,0.983927,13.59347128,18.8336,6.487,5.78174
m10,0.921294,4.976867953,14.2503,9.43122,13.6449
m10,1.57718,8.449214593,16.6037,5.54348,10.4351
m10,0.948515,13.79762372,18.1859,8.17683,5.49737
m10,0.968324,5.633811041,12.7329,6.77516,12.3285
m10,1.16247,6.795634927,16.3423,8.09828,12.2645
m10,1.24178,11.06668724,17.238,4.36333,7.80459
m10,1.28331,10.04287684,17.5065,6.19276,9.08059
m10,1.34975,11.32817921,17.8621,7.04745,7.90232
m10,1.11277,3.578346742,12.1284,2.78566,14.0185
m10,0.843441,12.99810962,16.831,7.70802,5.90284
m10,1.97587,3.270118787,13.5268,4.78117,14.8896
m10,1.25035,11.75598798,17.7666,4.98361,7.28295
m10,0.948423,10.13108995,14.5223,6.33118,8.1246
m10,0.597729,3.273038655,13.489,8.5796,15.1417
m10,1.39534,4.16884528,13.2571,3.63553,13.7918
m10,0.851421,2.362719286,12.7478,7.50103,15.7998
m10,0.976483,14.38052971,18.9496,7.58714,5.07086
m10,1.63685,3.875114497,14.672,5.74247,14.6604
m10,0.995291,6.787750834,14.2406,2.1541,11.2409
m10,1.32545,8.543065442,13.6139,6.24046,9.51073
m10,0.601109,15.45036454,19.4143,7.45883,4.08065
m10,1.78762,2.876009844,13.8509,6.59824,15.5234
m10,1.42887,4.933145213,15.3132,5.26481,13.7097
m10,1.13965,12.52379259,18.2916,7.86095,6.83646
m10,1.13008,11.77132425,16.4235,6.6579,6.99111
m10,0.761118,15.8602757,18.6087,8.28971,3.47498
m10,1.49572,2.506905508,11.6811,3.55774,15.0606
m10,0.660713,15.91758086,15.0739,9.11943,2.43854
m10,1.36026,3.818960071,12.5458,5.56072,14.0839
m10,1.47975,3.660731865,14.4921,7.50287,14.955
m10,1.40262,7.47693843,15.8584,5.06557,11.1988
m10,0.921717,5.920234033,13.2368,1.91837,11.8365
m10,1.36656,7.244221396,13.2885,5.91823,10.7493
m10,0.885836,16.26921857,17.9341,9.04912,2.90366
m10,0.698854,13.84332267,16.617,8.6855,5.02603
m10,0.403964,17.77972762,17.5848,9.45784,1.2526
m10,0.756303,11.62578205,16.8902,10.6242,7.5577
m10,1.41455,4.18209833,12.7397,6.56338,13.8317
m10,1.55485,8.108401538,16.0079,4.27776,10.5279
m10,1.18747,10.6021961,16.9233,3.56595,8.14166
m10,1.5946,9.448069176,16.8627,5.03747,9.43233
m10,1.66814,4.741370783,13.2589,8.01123,13.5011
m10,1.71845,9.841476345,15.9135,7.3584,8.90629
m10,1.03068,13.15014175,17.4714,6.86455,5.87242
m10,0.469386,17.03599112,15.463,9.31485,1.39816
m10,0.815392,11.25408891,15.3775,6.62548,7.2228
m10,1.01481,8.472006922,13.2238,7.40599,9.55243
m10,1.20786,5.305482684,13.983,3.11073,12.7805
m10,1.67493,9.828926721,16.4666,4.24669,8.86322
m10,0.683073,16.59334407,18.4752,9.34253,2.74413
m10,1.45796,9.770948205,15.6197,4.87401,8.71982
m10,1.52625,3.080384256,12.7608,6.83279,15.0073
m10,1.54508,6.451644972,14.2458,5.01027,11.7936
m10,0.470686,17.26707005,18.7817,8.5143,2.07222
m10,1.70058,8.896003404,15.1036,4.74098,9.47314
m10,1.86783,4.577944647,12.9908,6.94128,13.5183
m10,1.35303,4.949215845,13.0278,4.71963,12.9857
m10,1.65949,7.365447306,14.8449,5.93238,11.0793
m10,1.4504,10.68159891,15.7232,7.75482,8.00101
m10,0.52003,6.310996571,12.7399,1.61216,11.2615
m10,1.65909,9.880048623,16.5432,6.41739,8.98439
m10,2.22668,3.886776639,13.632,5.75987,14.345
m10,0.601738,6.506249697,12.1887,6.88373,11.2657
m10,1.52037,0.694447498,7.43511,6.43064,15.9118
m10,1.50422,3.582113693,6.23422,9.33402,12.7481
m10,1.68137,1.927354546,8.98217,10.19,15.3406
m10,1.93986,2.003062952,5.68,8.19689,14.1552
m10,1.41567,4.045043086,5.00974,6.45025,11.7041
m10,1.07471,3.131634314,5.49361,5.29117,12.7184
m10,1.28389,4.740356564,11.3405,9.91771,13.0742
m10,1.51165,6.349924496,6.44929,11.944,10.1035
m10,1.55444,3.728534854,5.39985,8.42023,12.2869
m10,1.61448,4.480130029,6.06489,11.2857,11.8975
m10,1.68672,1.197207952,8.15905,8.27443,15.7279
m10,1.63111,3.781873446,7.53626,12.1401,13.1173
m10,2.00915,3.554926347,9.51207,11.2899,13.8731
m10,0.680391,0.344556444,8.38089,5.29549,16.4745
m10,1.52071,3.554733078,8.97516,12.1855,13.7789
m10,1.34973,3.43452563,6.17008,11.5477,13.0386
m10,1.71677,5.884496129,8.36109,13.1668,11.2349
m10,1.70128,4.444811334,5.74619,9.91037,11.7447
m10,1.51499,4.454670476,5.05865,8.02211,11.4008
m10,1.62752,2.22770614,7.10981,10.8729,14.5267
m10,1.17965,4.783738161,8.66477,12.7125,12.4415
m10,0.978002,0.261620324,8.53108,6.82209,17.2585
m10,1.54021,4.934868731,7.44205,12.1383,11.8855
m10,1.39067,7.214887103,7.38008,13.4444,9.57783
m10,1.75222,2.56541511,6.07196,10.1379,13.8187
m10,0.956735,2.125047652,6.3625,4.81961,13.9909
m10,1.42652,4.205280701,8.29581,9.73059,12.7286
m10,1.6572,1.27934426,7.68637,9.79607,15.6104
m10,1.26228,7.158523421,8.80388,14.0482,10.0958
m10,2.97422,3.573233611,9.50787,10.132,13.7716
m10,1.18386,0.678219458,8.77515,8.94302,16.4971
m10,1.0003,5.419309948,4.73021,7.07379,10.2308
m10,1.18454,6.920719548,5.44011,11.0307,9.14798
m10,1.26034,3.236272258,8.81108,8.56929,13.81
m10,1.52005,2.764335145,5.98538,7.06994,13.3706
m10,1.25663,0.240165818,8.23577,7.91321,16.7245
m10,1.36482,5.806422003,5.01147,9.06472,10.0484
m10,0.822631,3.118757191,7.99106,7.73063,13.6339
m10,0.855218,1.468269612,7.1557,4.50313,14.8868
m10,1.41552,2.687715714,7.80064,11.6986,14.3064
m10,1.19636,2.070540063,6.19809,5.96114,14.0797
m10,1.46369,3.035763581,5.44198,6.84633,12.9124
m10,1.50979,4.467818778,8.0732,10.9468,12.4745
m10,0.777976,4.726175835,8.84088,9.52116,12.3295
m10,1.68352,0.844201399,6.64115,6.38652,15.5199
m10,1.71435,5.320929563,6.47966,11.3834,11.1477
m10,1.25059,5.46626679,4.84986,8.25824,10.2998
m10,1.99302,1.637931583,6.52701,9.45735,14.8728
m10,0.930701,1.918605947,7.78251,6.44231,14.7359
m10,1.52193,1.772673925,5.94254,6.70937,14.3684
m10,0.992839,1.100479221,8.58182,6.45845,15.8254
m10,2.26855,1.531665567,6.9745,8.71868,15.063
m10,2.25299,2.420866013,6.80411,8.26763,14.0529
m10,2.11137,3.246434379,10.5101,9.79146,14.3824
m10,1.01357,2.114722897,8.46121,7.62133,14.8124
m10,1.16274,6.630982595,5.01386,9.76494,9.23707
m10,1.60249,4.06453036,10.6458,10.9305,13.6476
m10,1.78197,6.183472299,7.1866,12.9162,10.5613
m10,1.14362,1.162720954,6.82764,5.61239,15.1876
m10,1.69824,5.942733129,5.71203,11.0434,10.2498
m10,2.51846,3.225095358,7.99121,10.4731,13.7151
m10,1.59399,5.19602455,5.26534,10.0326,10.828
m10,1.64663,4.819616211,5.45192,9.36615,11.229
m10,1.77061,5.442709118,6.98301,12.7008,11.2602
m10,2.13502,3.128503667,7.11392,9.49055,13.4903
m10,2.33572,2.205101172,7.89655,8.59696,14.6211
m10,1.64289,5.191423552,5.59991,11.1449,11.0087
m10,1.55513,5.857859982,5.26152,10.0324,10.1357
m10,1.58601,2.156285628,6.9904,7.09564,14.3016
m10,1.55924,3.246221954,6.54358,7.74542,13.0781
m10,1.46801,0.136993552,8.88787,8.03542,17.0317
m10,2.60622,2.209972782,8.19451,9.3641,14.757
m10,0.376918,8.048738147,6.38662,12.7396,8.36681
m10,2.06174,3.812690706,7.09269,10.23,12.8214
m10,2.43098,3.090455924,7.86291,9.26958,13.7338
m10,0.582764,7.408873074,9.03076,2.03058,9.05851
m10,0.698026,7.773881817,5.25003,7.1842,7.93178
m10,1.24568,6.757245987,8.86089,7.00179,10.0377
m10,0.872867,6.256572398,5.58756,4.92422,9.45675
m10,0.974073,7.772398198,5.10571,8.69575,7.99702
m10,0.587341,7.552340675,5.46865,5.8884,8.13632
m10,1.2555,7.038574847,9.95693,6.21635,10.0097
m10,1.08795,5.86325161,5.80514,6.81056,10.0634
m10,0.996104,4.070774309,6.10541,4.71144,11.8761
m10,1.09975,6.691773453,6.71825,8.47818,9.58233
m10,0.659529,4.743551344,6.46529,3.4465,11.1902
m10,1.06438,6.377073615,7.87239,11.2244,10.4413
m10,1.13244,6.67650902,8.67906,8.65994,10.185
m10,1.14852,6.961674398,8.02815,5.49859,9.47509
m10,1.14931,4.797254004,8.09526,7.98724,11.9295
m10,1.25095,7.346286037,9.45133,4.9314,9.45029
m10,1.03243,6.000696314,9.56084,7.76262,11.086
m10,0.981389,7.182685827,8.35866,4.18114,9.2487
m10,0.881641,7.150081356,7.9121,3.27571,9.08857
m10,1.23304,5.058354969,7.09476,7.60985,11.3375
m10,1.05702,5.742848302,6.7704,4.47482,10.308
m10,1.23364,5.413034285,6.97958,6.28169,10.8403
m10,1.09426,4.199771013,6.88401,6.79737,12.1155
m10,1.02839,7.095749726,6.82956,11.16,9.38099
m10,1.12563,7.060799324,7.63741,6.94354,9.35846
m10,0.535946,7.60777899,6.02058,5.0357,8.18023
m10,0.893833,7.05885671,6.82513,4.07163,8.92143
m10,1.07747,6.734748657,5.70791,8.59672,9.25
m10,1.05193,5.589973803,8.28245,9.73306,11.2788
m10,1.21627,5.71480043,7.14025,8.61038,10.7354
m10,0.720849,6.21062618,7.88063,2.24241,9.98803
m10,0.862432,5.910984471,7.08197,3.18613,10.1333
m10,1.17305,5.045775414,5.61796,5.43919,10.7662
m10,1.05001,7.096615598,6.94419,5.59805,9.02383
m10,0.94336,7.924654128,5.32732,10.3489,8.01875
m10,0.460145,7.537501585,6.24024,3.92201,8.23987
m10,0.905293,6.48301865,5.25602,6.99176,9.26812
m10,1.05742,6.025237574,7.77255,10.0886,10.6999
m10,0.497059,7.764822837,7.24641,2.82219,8.21993
m10,1.16664,7.097415785,6.10571,10.0758,9.09137
m10,0.571228,7.879016502,7.12335,7.13319,8.36679
m10,1.10767,6.879023114,6.7812,9.6803,9.48946
m10,1.26697,4.899148558,6.60759,5.62866,11.2223
m10,1.09384,6.820068126,7.67524,9.17233,9.77714
m10,1.03277,7.170655855,6.6025,6.88869,8.93694
m10,1.06807,5.361989423,8.9773,9.36932,11.6948
m10,0.472821,8.658580664,4.77737,9.89048,7.05918
m10,1.02547,4.893810767,9.2831,8.24433,12.1944
m10,1.178,6.183715948,6.99068,7.28031,10.1087
m10,0.686666,7.633965108,7.96721,8.13702,8.94008
m10,0.411642,7.899445862,9.07658,5.39279,8.79525
m10,0.694328,6.947162093,9.21739,8.755,10.0666
m10,0.725455,6.659880215,8.81066,10.1069,10.3423
m10,0.662909,10.47035127,12.3822,12.1033,7.54837
m10,0.950761,8.075461952,10.4377,13.5071,9.57857
m10,0.849696,9.535703684,11.1808,14.1108,8.31345
m10,1.37249,13.55876765,12.7635,11.5355,4.3949
m10,1.27524,10.53224491,9.56032,14.7863,6.84572
m10,0.65912,8.946817613,12.0667,11.3722,8.99583
m10,1.25918,11.80275243,6.74003,12.7133,4.54803
m10,1.07523,8.52091307,9.64311,9.63589,8.60946
m10,0.766598,11.49974573,11.6378,14.644,6.43351
m10,1.14649,10.90240625,11.3399,10.7131,6.69462
m10,0.813646,15.97977834,12.3921,13.9992,1.93054
m10,0.922104,13.90650752,8.56387,14.2337,2.99149
m10,0.699893,12.71686892,12.9154,12.8906,5.41355
m10,1.06327,8.76427193,6.16148,8.64633,7.26678
m10,0.970461,9.27559772,5.18308,9.77632,6.52558
m10,0.998044,13.00264825,11.4783,14.8345,4.83066
m10,0.880071,6.40681964,11.6163,11.0718,11.4955
m10,1.17479,6.184487466,10.1736,12.9158,11.4346
m10,1.30141,7.794079126,8.26683,11.1869,9.07433
m10,1.33027,10.25301595,5.98928,11.1526,5.8373
m10,1.44987,8.84205547,7.23423,12.8444,7.7938
m10,1.34488,6.09749999,9.42006,11.5923,11.2121
m10,1.46075,9.725903793,9.41142,12.3721,7.47501
m10,0.708743,7.589058082,11.7337,11.2497,10.3077
m10,1.11444,12.2663693,9.71886,15.1443,5.10624
m10,1.41533,11.32736893,8.17402,14.294,5.57504
m10,1.47959,9.755536093,7.73225,13.9539,7.06338
m10,1.20624,9.632694851,10.0524,11.1568,7.67481
m10,0.695381,11.4200551,12.3939,13.3141,6.64486
m10,1.50758,9.871246303,7.29783,11.2697,6.62725
m10,0.795716,15.9308616,11.2048,14.6559,1.68009
m10,0.941941,14.41580981,12.0731,14.2122,3.48537
m10,1.15555,5.406262986,11.1229,11.6644,12.4375
m10,1.14397,13.07752666,10.8702,13.1819,4.45863
m10,1.21365,12.37186412,8.23448,13.7358,4.46283
m10,1.32429,11.35629587,10.1503,12.773,6.01675
m10,1.14927,7.517732975,9.17609,13.1947,9.76981
m10,1.14217,15.30079721,12.9442,12.4625,2.69353
m10,1.22776,14.86299425,13.2501,10.967,3.13547
m10,1.67417,10.50220732,7.03511,13.1236,6.02135
m10,0.809995,13.06103551,7.57863,13.4783,3.53308
m10,1.18096,13.79176294,10.649,14.9749,3.77365
m10,1.17594,8.71654179,8.44466,13.8154,8.34726
m10,1.22321,8.468884093,8.23044,9.57907,8.24628
m10,1.08374,14.39371344,10.182,14.4857,2.97403
m10,0.785733,12.75666927,10.2223,12.1502,4.53174
m10,1.11385,7.52035733,8.5515,12.2307,9.51667
m10,1.05745,12.26078078,12.8822,11.0157,5.74873
m10,1.47453,9.161083391,6.0102,12.0241,7.04483
m10,0.753067,15.19752255,9.60204,14.6854,1.97882
m10,1.10052,11.66584102,8.35539,12.1793,5.12645
m10,0.765251,8.433664424,7.63449,7.56856,7.9677
m10,0.835613,14.41791756,13.1404,13.2652,3.72923
m10,0.942592,6.872440398,10.21,9.61108,10.4952
m10,1.29607,8.142886456,6.89761,11.5008,8.33125
m10,1.26438,9.73679722,8.36807,10.9829,7.06085
m10,1.10058,11.06563628,5.75388,11.7886,4.96433
m10,0.881725,9.604116387,8.53484,9.70446,7.15863
m10,1.21701,9.088388157,7.31671,9.74041,7.34315
m10,1.08882,14.93856586,11.5555,14.6701,2.82002
m10,1.25417,11.12042954,9.43979,11.6445,5.97599
m10,1.52759,4.972014658,9.67271,12.2597,12.5082
m10,0.863258,16.19347919,13.2755,11.5197,1.79219
m10,0.976937,9.414122042,9.42729,14.8841,7.98131
m10,0.700715,16.40104225,12.8197,12.6914,1.52412
m10,1.1066,7.599710625,9.28558,8.77038,9.40617
m10,1.05838,8.236887637,8.02286,8.35309,8.34187
m10,1.41677,11.46315414,10.4445,13.9633,6.0747
m10,1.21516,13.05122208,9.12167,14.8557,4.09156
m10,1.15499,12.51568691,11.2761,11.5556,5.05021
m10,1.29846,7.106220755,9.33889,10.7717,10.0774
m10,1.49978,11.68099698,9.25914,13.1724,5.44478
m10,1.29272,10.74584845,8.43094,11.2992,6.04765
m10,1.22116,10.0519229,9.55997,10.5331,7.04914
m10,1.14909,14.59258334,12.0814,12.3787,3.17469
m10,1.53253,8.351662294,6.26545,10.4902,7.85734
m10,1.33981,11.70133316,11.224,11.0951,5.85313
m10,1.36082,12.58597253,11.9671,11.033,5.14246
m10,0.893779,9.037208037,10.3895,11.0247,8.38611
m10,1.17616,11.72168807,10.1509,11.1878,5.52424
m10,0.928563,8.356143062,10.5677,11.9351,9.21333
m10,1.42764,7.984258432,7.2032,10.0946,8.48781
m10,1.23427,12.78108781,9.69921,13.667,4.45942
m10,1.77913,9.570206443,8.50032,12.9297,7.40998
m10,1.26165,13.53165376,11.9709,13.6688,4.34071
m10,1.86273,10.42854055,8.19006,12.5781,6.39814
m10,1.50798,5.215633453,10.357,10.5718,12.3358
m10,1.48215,14.40432592,13.5016,11.8187,3.74778
m10,1.293,9.438066117,6.01485,10.0138,6.61604
m10,1.87673,5.030476014,9.94342,11.2653,12.4567
m10,0.887636,8.304968887,9.96653,5.4022,8.63293
m10,0.526245,6.544932621,12.053,1.522,10.8098
m10,0.750347,10.49829316,12.5728,6.92099,7.21178
m10,0.954794,7.174714903,11.0713,7.40865,10.2773
m10,0.866001,9.595883679,11.8385,9.3199,8.10736
m10,0.769939,7.313800928,11.5871,9.42133,10.4241
m10,0.828015,8.876819278,13.5197,4.34336,9.00165
m10,0.455517,11.55849216,13.6803,6.86487,6.42486
m10,0.531481,9.086385464,8.92981,7.52745,7.66235
m10,0.859311,11.07286091,12.4214,9.6631,6.75961
m10,0.768636,9.928482808,11.2265,7.58846,7.45952
m10,0.534811,7.642081576,12.1523,3.37083,9.82267
m10,0.533379,10.59290558,11.2732,8.48193,6.84194
m10,0.978325,8.922396207,12.2721,6.93175,8.77025
m10,0.570537,6.151823681,11.0785,8.15013,11.3996
m10,0.663438,8.180150286,11.5135,4.24009,9.13468
m10,0.840678,9.161317573,10.4885,7.53481,8.04089
m10,0.730083,12.10006043,12.4879,9.8039,5.71622
m10,0.957805,8.98374563,11.7271,5.4381,8.44196
m10,1.00654,9.292184955,12.9209,5.67933,8.48622
m10,0.936292,8.73185729,11.6143,7.88095,8.8432
m10,0.698198,10.28201036,13.987,5.62844,7.76104
m10,0.911155,10.34034678,11.6953,9.29959,7.28656
m10,0.967983,8.096709552,9.98693,7.45197,9.00005
m10,0.765671,8.595364689,11.7666,9.81552,9.16591
m10,0.832708,9.129484799,10.4528,6.31026,7.97786
m10,1.16717,7.108885293,12.0112,5.66242,10.4988
m10,0.858849,8.435505062,11.5069,8.86422,9.19016
m10,0.694544,8.14449822,13.6219,3.16659,9.71387
m10,0.580373,7.61706199,13.5093,2.17037,10.1619
m10,1.05607,7.925897597,11.9676,5.7501,9.63896
m10,0.999004,7.531378584,12.36,4.69522,10.0919
m10,0.974065,7.005008424,11.8034,6.67046,10.6171
m10,0.778938,8.632166459,9.4433,7.27227,8.26913
m10,0.743839,6.535426629,12.7,3.04408,11.1158
m10,0.281009,6.146910518,11.8016,9.45133,11.7076
m10,0.803132,10.64573106,11.1289,10.0029,6.85113
m10,0.700974,6.751950787,12.6822,3.48256,10.9152
m10,0.741596,7.993468323,10.5467,9.07586,9.38554
m11,1.43196,10.36525338,15.8563,11.7564,8.90112
m11,0.828105,9.046294408,15.3643,14.0381,10.8324
m11,0.94883,15.10842631,16.4479,15.2646,4.83244
m11,1.08237,12.20925983,16.2175,15.1346,7.7977
m11,1.18632,5.509974351,16.7254,12.7436,14.0958
m11,1.41128,8.949703143,18.4075,12.1267,10.3233
m11,0.947793,13.49142889,14.691,12.8888,6.01148
m11,1.21288,13.65386947,17.7217,14.7214,6.1373
m11,1.01436,10.62622633,14.7085,13.5186,9.11252
m11,1.45203,7.992115212,18.7806,10.199,10.8272
m11,1.08279,12.98114135,16.4677,12.4861,6.35328
m11,0.666078,17.83475885,15.3188,14.9872,2.01347
m11,1.21388,7.462935762,18.0503,6.4084,10.4955
m11,0.938356,10.70992533,15.6155,14.7016,9.26676
m11,1.76343,9.412734213,16.6781,10.4719,9.53269
m11,1.06159,12.06387253,14.595,12.9214,7.49398
m11,1.11205,11.7509694,17.4046,14.6372,8.09195
m11,1.34957,7.881979652,17.3015,13.595,11.8301
