id,depo,distance,centroidX,centroidY,centroidZ
m01,1.6808,10.54870112,10.8688,15.7194,9.23147
m01,1.00598,15.1698069,7.95595,14.3836,4.33905
m01,1.50342,14.925099,9.68836,15.8268,4.82492
m01,1.49445,8.321870498,10.8098,9.49563,10.2005
m01,1.45213,8.341378783,11.1297,13.0303,10.9123
m01,1.42334,7.339414262,13.4415,15.7762,12.4241
m01,0.831399,13.24192764,11.569,12.9118,5.85826
m01,1.93271,11.26909336,9.89257,14.3223,8.23901
m01,0.901741,16.23383779,10.4394,15.5629,3.40129
m01,0.934803,14.66654253,6.87375,13.7764,4.76854
m01,1.95399,10.77090642,8.59641,14.3483,8.80509
m01,0.852562,14.4560307,11.9025,13.4271,4.71197
m01,0.409056,17.03240769,9.94459,15.2589,2.54009
m01,1.59834,10.26085529,10.1586,14.1619,9.22586
m01,1.53076,9.267427131,11.07,15.0086,10.3842
m01,1.70888,8.564480064,10.5659,11.2958,10.3411
m01,0.690975,6.304271368,13.9889,15.5072,13.4045
m01,0.804333,16.35922654,11.8172,15.5502,3.21605
m01,1.70514,11.55785636,8.95442,12.3725,7.57008
m01,1.51662,14.31491741,8.42328,15.3041,5.38876
m01,1.9308,9.976289964,7.64953,11.6374,9.08419
m01,0.917951,16.00070187,9.02123,15.5988,3.7032
m01,1.44858,9.643880438,12.0536,15.9853,10.1661
m01,1.59453,12.0490886,8.88502,15.7166,7.77467
m01,1.66284,11.36103937,9.53523,15.4065,8.38739
m01,1.27564,8.653546065,8.8249,9.00568,9.83639
m01,1.14821,10.88831642,6.74792,10.4788,7.94303
m01,1.79322,10.73582375,7.15063,11.2736,8.25048
m01,1.82045,11.72255079,7.09562,12.658,7.53507
m01,0.731892,15.91450232,12.9585,14.788,3.46535
m01,1.74046,9.729842613,9.3074,10.6152,9.05559
m01,1.08658,8.749387585,12.7244,12.8615,10.3966
m01,1.7418,13.542443,10.5158,15.933,6.22869
m01,1.67808,12.76810747,9.32825,13.4743,6.54965
m01,0.798542,15.47554444,12.0355,13.7496,3.73199
m01,1.75935,9.065282018,9.02697,12.5047,10.1442
m01,0.753246,15.91074091,9.32614,14.5309,3.55829
m01,1.87377,13.49135262,7.55019,14.3283,6.05995
m01,0.84965,12.45966477,6.36371,11.5721,6.58141
m01,1.34621,12.08392798,7.03054,12.0019,7.02989
m01,1.28524,8.388086349,9.72739,9.01192,10.0736
m01,1.74084,13.23867616,8.59863,13.2615,6.05236
m01,1.19245,8.102170898,12.0333,9.87818,10.4575
m01,1.68056,8.736334087,8.98213,11.226,10.2131
m01,1.67116,10.65218535,8.29755,11.1877,8.2727
m01,1.68285,13.20879584,7.12209,13.078,6.1025
m01,1.10275,13.60435225,6.39733,12.7025,5.64747
m01,1.80521,9.185515254,7.87268,10.5032,9.64526
m01,1.77669,12.01773718,8.14173,12.2866,7.11372
m01,1.65571,6.934373762,12.4317,15.2028,12.7574
m01,0.580502,16.63161049,11.3245,14.446,2.72438
m01,0.557628,16.49393128,12.3798,13.87,2.70227
m01,1.82732,8.504925176,9.52221,10.3116,10.2359
m01,1.47398,14.16905776,10.3095,16.6299,5.74275
m01,0.88411,15.78505416,8.10583,15.004,3.83458
m01,1.337,8.290197768,11.5925,10.8251,10.482
m01,2.12525,12.62748522,7.58951,13.5425,6.77639
m01,1.60741,13.92226655,7.98722,13.4224,5.41125
m01,1.29576,8.050904241,15.4207,8.81662,10.1528
m01,1.05974,7.763903819,19.591,9.08603,10.3386
m01,1.07893,7.892552882,14.4624,11.082,10.8296
m01,1.11758,9.501936814,15.676,11.9001,9.30812
m01,1.31055,11.50645218,15.8404,11.4826,7.16371
m01,1.42588,7.450474181,16.9048,8.4418,10.6294
m01,0.982424,9.786406318,14.6234,13.3475,9.36351
m01,1.36416,8.274142373,17.9351,9.9195,10.0576
m01,1.11204,9.275697521,13.7604,10.6931,9.36085
m01,0.958796,10.58178883,14.4368,11.1194,8.08822
m01,1.26567,8.948941495,14.57,9.8247,9.48022
m01,1.45858,9.809224097,17.7369,10.6743,8.65445
m01,0.995489,9.511086104,14.2233,11.9428,9.36504
m01,1.24718,6.487733875,18.0821,9.80386,11.8544
m01,0.988616,13.05003322,14.2601,12.3348,5.82688
m01,0.944485,6.744701924,20.531,7.90713,11.0956
m01,1.41439,7.015631372,16.8471,10.394,11.4875
m01,0.971683,6.537365927,18.1965,8.26518,11.4751
m01,0.965863,10.83516114,14.2976,13.0168,8.23416
m01,0.531518,8.64620948,15.0516,13.6405,10.5744
m01,1.17467,8.530323301,16.5775,11.1131,10.1005
m01,1.52889,9.281296243,16.7998,10.202,9.13185
m01,1.47082,11.33726218,17.3689,11.5236,7.2851
m01,1.29134,11.73110102,14.3078,12.5838,7.2263
m01,0.864085,7.038023844,15.8847,11.4299,11.7207
m01,0.940296,8.877093656,12.2365,9.7231,9.62432
m01,0.676655,5.852108072,20.7041,6.77638,11.7635
m01,1.29171,7.776237583,15.6527,10.2267,10.7215
m01,0.650084,4.927207853,20.0911,7.74669,12.9379
m01,1.3758,12.53954524,17.4207,11.9514,6.14358
m01,0.889517,8.10698619,12.5492,8.68234,10.1804
m01,1.3571,9.544279606,15.4607,10.518,8.98225
m01,1.15354,8.25691989,13.8515,9.29106,10.1039
m01,0.694115,9.596278652,11.7322,10.2944,9.02901
m01,0.958963,6.04020449,19.1864,9.08379,12.1169
m01,1.23767,9.040191015,18.9205,10.0584,9.26456
m01,0.885834,7.780669321,13.5272,8.14026,10.3614
m01,0.417722,5.197323504,19.5187,6.0632,12.3297
m01,1.25724,10.68669194,18.1536,11.0523,7.82024
m01,1.16074,8.857773878,13.2014,9.8044,9.62315
m01,1.4719,10.1439595,16.2289,10.6192,8.35998
m01,1.13099,12.92745426,16.1352,11.8306,5.77212
m01,0.696365,5.808788096,19.4814,7.08685,11.9214
m01,1.1161,11.52939108,13.2059,12.2836,7.41282
m01,1.25983,11.45133622,14.5461,11.5737,7.2903
m01,0.533347,4.500516366,20.1167,6.66893,13.1463
m01,1.64413,7.203264619,17.0541,9.32393,11.0621
m01,0.973114,5.742881889,19.725,8.57507,12.2926
m01,0.747766,6.426268148,19.2083,7.82774,11.4567
m01,0.876738,10.58436185,13.6701,11.9228,8.28501
m01,1.348,10.27007655,15.2583,10.784,8.30398
m01,1.208,12.38508369,13.4133,12.2534,6.52317
m01,0.74708,12.30962904,15.0638,12.3816,6.56225
m01,1.44511,10.87469529,16.6864,10.9648,7.6674
m01,1.27601,7.409142749,18.0583,8.6247,10.6647
m01,0.196266,7.091773292,15.151,12.9235,12.0092
m01,0.420755,5.072743516,20.1702,5.8048,12.377
m02,1.62129,9.626367474,16.0258,9.477,7.94267
m02,1.13328,11.78270734,16.5807,12.9512,5.92102
m02,1.20282,3.339971441,15.316,8.5978,14.1696
m02,1.01819,9.201928119,15.9008,12.1214,8.41912
m02,0.985738,4.536288767,15.9983,10.2875,13.0875
m02,1.24569,10.41096541,19.1928,10.5548,7.5608
m02,1.54504,8.097388157,14.9991,9.20961,9.35271
m02,0.865958,13.06382673,15.4242,10.9333,4.44173
m02,1.03714,11.52232773,20.0666,6.42779,6.44687
m02,1.23958,11.67972723,15.5415,11.0998,5.85449
m02,0.856538,7.85706708,15.4421,11.5738,9.7055
m02,1.88499,7.170181547,15.6793,8.00522,10.34
m02,1.37106,12.39067689,17.9441,10.2523,5.40795
m02,1.17463,10.37321378,17.5656,12.7385,7.45502
m02,1.07054,8.084108307,18.325,10.9347,9.80959
m02,1.63956,10.20947316,17.8793,8.41133,7.55333
m02,1.56646,4.203190058,15.8483,5.05707,13.2786
m02,1.34434,10.91004516,19.6502,8.14075,7.05487
m02,1.07181,7.99954471,16.9844,11.9663,9.75776
m02,1.88544,6.220522781,16.18,6.76665,11.3274
m02,1.18206,10.28324874,15.2416,10.8372,7.21895
m02,0.932426,14.71457865,16.8987,12.6918,2.99913
m02,1.14315,9.141122443,18.9066,9.91968,8.79032
m02,1.09325,9.767113418,19.0728,4.84735,8.0571
m02,1.0382,12.13940326,18.7898,12.3853,5.81484
m02,1.12089,12.52105815,19.4353,10.2755,5.4573
m02,0.942815,13.17720011,18.0096,12.7959,4.68486
m02,0.773546,6.661632013,15.6765,11.4003,10.9341
m02,1.72975,6.220253908,17.8497,7.95047,11.558
m02,1.2718,9.003629544,19.2722,8.06406,8.92818
m02,1.51006,7.295060946,18.4509,8.41399,10.5589
m02,0.720795,15.08222094,19.5776,11.0881,2.9136
m02,1.03694,8.928952135,18.1354,12.0962,8.96352
m02,1.21194,5.439824784,16.1953,4.08308,12.051
m02,0.970564,13.3276487,19.3391,11.7413,4.66841
m02,1.04223,13.3096865,16.8663,13.046,4.41929
m02,1.15935,7.555312719,18.1933,9.71093,10.2969
m02,1.06455,10.32716619,18.4829,12.1725,7.59856
m02,1.61255,3.074395719,15.3958,6.71392,14.4013
m02,1.1905,6.708145812,14.4518,8.71155,10.6743
m02,1.06458,8.728611956,18.2803,3.93615,8.98569
m02,0.650641,13.99881235,20.3647,9.19355,4.05451
m02,1.2477,10.30556802,19.5677,5.78777,7.59709
m02,0.841201,15.56020357,18.1377,12.0819,2.28206
m02,1.04126,11.43820693,20.0929,9.62061,6.61196
m02,1.3309,5.045048993,15.3149,7.87375,12.434
m02,2.03793,9.07806854,17.719,7.63033,8.65505
m02,1.53338,6.127652218,16.1018,8.56984,11.4551
m02,1.72257,10.35530553,17.5297,9.80594,7.39786
m02,1.54102,11.29107734,18.3999,9.16353,6.54462
m02,1.64543,4.29717374,16.7343,7.5215,13.3505
m02,1.21259,8.241160196,18.9521,9.05505,9.68169
m02,1.30401,10.49091278,15.717,12.0567,7.09662
m02,1.5846,4.945329499,16.9648,8.84609,12.7573
m02,0.693217,5.674612291,16.0617,11.1967,11.9702
m02,0.895831,6.799248338,17.2841,11.7205,10.9974
m02,1.22506,7.325657579,17.4245,3.75156,10.2914
m02,0.999466,13.69318575,15.7016,12.4439,3.87763
m02,1.41681,11.18595682,17.0826,10.3198,6.51933
m02,1.00444,12.19944371,20.278,7.64217,5.81952
m02,0.626169,16.19164988,16.4484,12.6116,1.45455
m02,1.10409,10.0433717,19.7534,8.98102,7.96087
m02,0.789779,14.42914336,20.0147,10.31,3.60562
m02,1.40917,7.686796184,18.6273,7.30438,10.1587
m02,0.42729,14.28741963,14.9798,10.9852,3.15645
m02,0.609889,15.8394624,18.8921,11.8944,2.0873
