label,parent,length,radius,name,centroidX,centroidY,centroidZ,directionX,directionY,directionZ
1,0,2.17957,0.529482,Trachea,18.6826,9.82799,20.2633,-0.180357,0.188946,-0.965283
2,1,6.10352,0.454368,LMB,18.8791,10.764,16.2744,0.128811,0.239239,-0.962379
3,1,3.85949,0.50673,RMB,18.0461,10.324,17.355,-0.227958,0.150356,-0.961992
4,2,1.7001,0.357289,,19.918,11.0073,13.0757,0.759778,-0.572612,-0.307981
5,2,1.30905,0.612942,LMB,19.45,11.6345,12.7234,0.271724,0.214508,-0.938164
6,3,1.45787,0.335159,CrRMB,16.9416,10.4457,15.251,-0.911738,-0.23109,-0.339604
7,3,2.60395,0.576434,RMB,17.2552,10.4457,14.2562,-0.269591,-0.12938,-0.954244
8,4,0.744899,0.249967,,20.8167,10.427,13.071,0.678617,-0.25131,0.690161
9,4,0.255265,0.300001,,20.6482,10.4692,12.733,0.660101,-0.403112,-0.633852
10,5,0.486457,0.531743,LMB,19.6747,11.7936,11.8714,0.192414,0.076881,-0.978298
11,5,0.790553,0.278492,,19.8619,12.0932,12.1237,0.591991,0.805132,0.0361769
12,6,0.163798,0.414572,CrRMB,16.2302,10.2351,14.9511,-0.571443,-0.514658,-0.639202
13,6,0.668358,0.233596,,16.1086,10.5254,15.1511,-0.504073,0.742268,0.44153
14,7,0.0620073,0.658396,RMB,16.8902,10.2632,12.99,-0.453157,-0.453172,-0.767648
15,7,2.37835,0.405702,AcRMB,17.2505,9.89353,11.9428,0.29121,-0.32272,-0.900582
16,8,0.0854296,0.20693,,21.0928,10.3007,13.3423,0.547804,-0.766705,0.334775
17,8,0.5464,0.15701,,21.1396,10.5814,13.4184,0.256955,0.907944,0.331076
18,9,0.325849,0.236328,,20.8026,10.2866,12.5854,0.430874,-0.804361,-0.409085
19,9,0.755228,0.162576,,21.046,10.6002,12.5473,0.830345,0.483298,-0.277399
20,10,1.24068,0.341754,,20.1334,11.4847,11.305,0.66391,-0.528098,-0.529468
21,10,1.63486,0.491288,LMB,19.8619,11.9901,10.8481,0.171757,0.217572,-0.960813
22,11,0.268294,0.133737,,20.021,12.519,12.1094,-0.557971,0.802107,-0.212824
23,11,0.378573,0.153769,,20.2644,12.491,12.1047,0.890185,0.420264,-0.175923
24,12,1.32595,0.323495,,15.8839,9.63142,15.0844,-0.45175,-0.847058,0.280025
25,12,0.865034,0.323293,CrRMB,15.8137,10.2118,14.6751,-0.854763,0.0433513,-0.517205
26,13,0.277309,0.134731,,15.8793,10.7874,15.4224,-0.438858,0.10097,0.892865
27,13,0.794934,0.1117,,16.1507,11.087,15.1748,0.529855,0.78887,-0.311347
28,14,2.05557,0.462421,MiRMB,16.5906,9.2898,12.733,-0.277783,-0.933464,-0.226896
29,14,1.46262,0.597132,CaRMB,16.5859,10.4271,12.3189,-0.396754,0.243194,-0.885123
30,15,0.675627,0.31299,AcRMB,17.6904,9.31788,10.6101,0.277077,-0.568005,-0.774983
31,15,0.697409,0.187084,,17.5734,9.66888,10.5625,-0.0671064,0.456318,-0.887283
32,16,0.350722,0.122259,,21.0366,10.179,13.4851,-0.453917,-0.506954,0.732773
33,16,0.684423,0.15998,,21.3548,10.062,13.4899,0.697377,-0.601705,0.38938
34,17,0.371135,0.11054,,21.1911,10.909,13.6755,-0.101042,0.428683,0.897787
35,17,0.165975,0.122755,,21.2425,10.9044,13.4946,0.394627,0.90254,-0.172313
36,18,1.19208,0.20112,,21.177,9.70164,12.2808,0.510369,-0.76163,-0.399304
37,18,0.54726,0.122951,,20.7137,9.95436,12.4236,-0.581444,-0.735444,-0.347915
38,19,0.376778,0.107772,,21.4438,10.9512,12.4426,0.447211,0.894429,0
39,19,0.2504,0.116757,,21.4719,10.7546,12.395,0.897362,-0.224041,-0.380194
40,20,0.582301,0.178368,,20.2972,11.0073,10.9481,-0.851963,-0.514338,-0.098058
41,20,0.293803,0.265321,,20.6529,11.1056,10.8909,0.732803,-0.350233,-0.583384
42,21,0.601294,0.283076,,20.0865,12.4488,10.1294,0.280227,0.933985,0.221688
43,21,0.541821,0.450305,LMB,20.0538,12.2148,9.80088,0.190101,0.17275,-0.966447
44,22,0.30647,0.0724392,,19.9368,12.6407,12.2332,-0.0613398,0.0916892,0.993897
45,22,0.546975,0.0878336,,19.7402,12.7296,11.9334,-0.753051,0.376616,-0.539514
46,23,0.374451,0.125625,,20.5592,12.6407,12.1904,0.674856,0.374948,0.635596
47,23,0.555701,0.123715,,20.6201,12.7343,11.9476,0.673746,0.589525,-0.445563
48,24,0.681029,0.24913,,15.6874,8.92476,15.5604,0.302337,-0.426062,0.85268
49,24,0.675057,0.231279,,15.4487,8.77032,15.1939,-0.402041,-0.887391,-0.22561
50,25,0.275639,0.290806,CrRMB,15.3223,10.2118,14.3895,-0.883042,-0.136049,-0.44914
51,25,0.572096,0.187664,,15.4581,10.4832,14.3181,0.0491177,0.883418,-0.466005
52,26,0.307486,0.12184,,15.6827,10.7734,15.6128,-0.882642,-0.182447,0.433192
53,26,0.404864,0.0958042,,15.9448,10.7827,15.7032,0.62416,-0.0923773,0.775816
54,28,0.941576,0.344551,MiRMB,16.3238,7.8624,12.4522,0.0398272,-0.994078,-0.101107
55,28,0.819769,0.280635,,15.9681,8.22744,12.2903,-0.822061,-0.251193,-0.510997
56,29,1.11404,0.320901,,16.0711,11.1056,11.7668,-0.403306,0.89898,0.17082
57,29,1.33184,0.603409,CaRMB,15.9167,10.6143,11.1242,-0.569286,0.0140404,-0.822019
58,30,0.357258,0.235274,,17.6857,8.99028,10.4102,-0.550303,-0.759789,0.346249
59,30,0.351162,0.313498,AcRMB,17.8449,9.02304,10.2197,0.346565,-0.586397,-0.732142
60,31,0.283837,0.120142,,17.4517,9.9263,10.2817,-0.692651,0.692651,0.20117
61,31,0.412981,0.155816,,17.55,9.87948,10.0531,0,0.249309,-0.968424
62,32,0.513056,0.0873907,,20.9804,10.0105,13.8563,0.0912156,-0.310182,0.946291
63,32,0.204257,0.0752126,,20.9056,10.0105,13.5755,-0.503785,-0.77912,-0.373058
64,33,0.352665,0.158267,,21.659,9.7344,13.7326,0.37174,-0.690062,0.620986
65,33,0.344959,0.112966,,21.7479,9.91224,13.5708,0.895467,0.325604,-0.303515
66,34,0.832621,0.0935981,,21.088,11.0682,14.242,-0.202374,0.191204,0.960461
67,34,0.264742,0.066847,,21.0787,11.0822,13.8421,-0.707107,0.707107,0
68,35,0.573835,0.085153,,21.4437,11.1758,13.6041,0.587104,0.685041,0.431309
69,35,0.421616,0.0823889,,21.2659,11.1899,13.4803,-0.0443524,0.999016,0
70,36,0.32989,0.214871,,21.5139,9.08856,12.0142,0.198552,-0.964685,-0.173089
71,36,0.41941,0.126472,,21.645,9.35064,11.9619,0.781099,0.490976,-0.385781
